stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,41.36,644.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.4,0,0,0,0,0,0,0,0,0,0
  5-6,44.6,1293.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.6,0,0,0,21.89,0,60.13,0,0,0,0,0,0,0,0,0,0
  7-9,7.9,51.93,0,257.34,0,0,0,25.07,0,0,0,0,0,46.98,0,0,0,0,0,0,0,0,0,0,0,2046.31,0,0,0,128.16,0,8.72,0,0,0,0,0,0,0,0,0,0
 10-12,0,11.87,0,1322.19,0,33.29,0,4.33,0,0,0,0,0,10.69,0,0,0,0,0,0,0,0,0,0,0,15896.69,27.72,0,0,353.43,0,17.01,0,4.56,62.13,10.52,0,0,0,0,0,0
 14-21,0.89,0,1.11,175.2,8395.55,15.46,0,34.67,0,59.01,0,3.31,124.02,10.86,0,0,65.08,0,6.58,8.7,0,40.3,16.9,0,6.42,275.33,2.52,4.74,22.9,9.38,0,15.86,2.13,17.17,31.23,14.35,27.17,0,0,0,0,0
 24-34,0,0,0,85.25,3126.63,0,0,20.89,0,274.64,0,2.56,43.65,5.36,0,0,22.05,0,32.14,24.71,0,18.05,42.81,0,1.22,152.14,5.32,22.22,70.21,0,0,5.77,0,0,21.32,1.28,18.71,0,0,7.84,0,0
 36-46,0,0,0,7.83,1183.21,0,0,9.68,0.66,194.41,0,1.92,9.93,0,0,0,2.3,0,67.37,13.71,0,13.09,5.47,0,2.11,84.24,3.73,27.07,41.09,0,0,0,0.68,0,19.56,0,6.65,0,0,0,0,4.39
 48-58,0,0,0,1.13,661.18,0,0,18.42,0,187.83,0,5.86,12.06,1.93,0,0,1.12,0,49.08,27.3,3.84,16.9,8.45,0.44,1.37,98.05,2.89,18.59,31.96,0,0,4.93,0,0,4.21,0,14.97,0,0,0,0,6.42
 60-70,0,0,0,0,607.19,0,0,9.9,0,143.38,0.84,0.66,44.12,0.97,0,0,16.73,0,49.38,8.17,0,10.23,6.86,0.78,0,80.22,0,12.11,21.04,0,0,0,0,0,1.84,0,7.51,2.03,0,1.66,0,0
 72-82,0,0,3.47,0,377.99,0,0,15.14,0,90.98,0,2.49,73.36,2.52,0,0,13.96,0,71.03,1.56,0,35.59,5.05,0,3.08,61.63,0,24.94,26.26,0,0,0.59,0.85,0,1.95,0,2.83,4.69,1.33,0.5,0,0
 84-94,0,0,3.84,1.74,674.82,10.26,0,8.19,0,164.24,0,9.41,144.23,3.5,0.78,1.87,24.91,0,59.54,11.88,0,31.18,2.57,0,1.1,64.07,0,27.36,19.62,0,0,0.66,0,0,7.5,0,2.7,18.99,0.64,0,4.18,0
 96-106,0,0,2.04,0,590.56,20.64,4.27,60.49,0,102.97,1.65,4.37,129.8,0,0,5.23,23.87,0,62.39,8.23,0,34.6,4.06,1.41,2.56,77,0,28.42,27.25,0,1.36,4.16,0,0,2.96,0,0,20.5,1.95,6.78,3.09,0
108-118,0,0,2.79,0,571.85,0,0.44,38.92,0,160.03,0,5.26,135.31,0,1,0.81,36.13,0.83,59.73,12.77,0,32.95,7.42,1.9,0,74.7,0,20.34,19.1,0,0,5.65,0,0,6.75,0,0.42,11.6,1.53,0,0,2.03
120,1.12,0,0,1.27,471.64,0,0,15.34,0,126.06,0,8.67,130.41,0,0,0,29.8,0,16.68,4.14,0,6.26,7.78,0,0,52.21,0,17.9,48.06,0,0,3.38,0,0,3.6,0,0,7.42,0,0,0,0
