stage,epidermis,eye,glial,heart,iridophores,mesenchyme,muscle,neural,otic,paraxial.mesoderm,periderm,spinal.cord,vasculature
 10-12,0,0,0,0,0,0,0,0,0,9.75,0,0,0
 24-34,0,1.19,0,0,0,0.96,0,3.75,1.14,0,0.74,0,0
 36-46,0,0,0,0,0,0,0,1.8,0,0,0,0,0.68
 48-58,0,4.48,0,0,0.38,0,0,1.93,0.39,0,0,0.55,0
 72-82,0,0.51,0,0,0,1.09,0,8.44,0,0,0,0,1.3
 84-94,0,4.22,0,0,0,0,0,6.11,0,0,0,0,0
 96-106,0,0,1.27,0,0,0,0,0,0,0,0,0,0
120,1.66,0,0,7.84,0,0,2.25,0,0,0,0,0,0
