stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,38.09,746.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,461.76,0,0,0,0,0,0,0,0,0,0,0
  5-6,27.9,1353.9,0,10.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.79,0,0,0,0,2115.47,0,0,0,0,0,0,0,0,0,0,0
  7-9,21.31,9.28,0,39.3,0,0,0,106.9,0,0,0,0,0,42.25,0,0,0,0,0,0,0,0,0,0,0,867.43,21.29,0,0,235.28,726.62,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,23.13,0,111.11,0,20.04,0,44.9,0,0,0,0,0,28.73,0,0,0,0,0,0,0,0,0,0,0,1291.03,26.56,0,0,66.86,232,10.95,0,41.54,0,0,5.09,0,0,0,0,0
 14-21,0,0,0,11.17,243.9,2.33,0,2.69,0,0.88,0,0,13.38,6.51,0,0,98.66,0,0,0,0,1.77,5.06,0,3.68,65.59,30.88,2.5,18.96,1.82,580.64,3.39,0.92,2.62,1.45,1.69,2.95,0,0,0,0,0
 24-34,0,0,0,0,249.13,0,0,4.85,0,32.67,0,0,4.88,1.43,0,0,84.17,0,1.38,0,0,16.59,30.8,0,16.13,156.53,97.07,3.33,47.32,0,1031.16,0,0,7.5,0,0.66,23.99,0,0,6.1,0,0
 36-46,0,0,0,0,262.42,0,0,6.99,0,59.29,0,1.27,2.51,5.71,0,0,50.53,0,3.11,0,0,19.89,11.28,0,1.84,330.13,74.18,5.26,15.13,0,1052.09,0,0,0.81,0,0,23.42,0,0,10.59,0,0
 48-58,0,0,0,0.4,102.7,0,0,19.17,0,53.1,0.45,8.26,2.93,22.72,0,0,33.46,0,2.5,0,1.78,32.64,23.06,0,1.43,183.77,48.4,1.32,17.85,0,610.52,0,0,0.91,0,0,12.17,0,0,0,0,1.17
 60-70,0,0,0.57,0,141.52,0,0,33.36,0,77.36,1.7,17.16,7.68,8.57,0,0,38.79,0,1.76,0,0,91.27,18.76,0,4.3,159.74,34.58,1.31,18.35,0,764.51,0,0,0.63,0,0,6.09,1.22,0,0,0,3.65
 72-82,0,0,0,0,105.04,1.39,0,40.88,0,45.55,1.07,67.73,17.04,3.86,0,0.55,42.59,4.18,7.03,0,0,205.9,10.73,1.11,7.28,170.67,28.23,5,67.07,0,636.43,0,0,5.3,0,0,12.21,3.01,4.51,0.63,0.71,20.57
 84-94,0,0,0,0,207.72,0,0,59.51,1.34,96.93,0,32.13,32.39,12.77,0,0,70.91,0,6.37,0.56,9.37,159.06,29.83,2.18,3.11,151.36,53.78,10.72,62.55,0,1812.3,0,0,4.75,0,0,2.54,9.38,0,2.48,0,14.24
 96-106,0,0,1.53,0,248.53,0,0,46.49,1.98,66.39,3.31,33.84,18.72,0,0.88,1.5,81.46,5.98,15.34,35.04,1.07,168.52,34.04,2,3.95,198.7,42.81,16.42,60.14,0,1873.81,0,0,3.4,0,0,11.49,12.37,2.96,0.69,0.69,2.13
108-118,0,0,2.68,0,288.27,0.77,3.99,24.9,0.54,130.53,1.56,32.17,33.38,2.74,0,1.47,93.58,0,11.69,3.18,0,259.51,19.2,0.79,0.92,133.12,44.35,7.73,56.42,0,1224.29,0,0,3.19,0.44,0,2.88,16.47,2.05,11.26,0.58,1.67
120,5.05,0,0,0,276.11,0,0,18.57,0,113.72,0,60.1,13.7,0,0,2.5,55.61,2.93,13.48,3,0,291.16,14.41,6.84,2.05,219.73,149.22,1.7,120.81,0,819.83,0,0,17.47,0,0,0,14.64,0,0,0,0
