stage,eye,glial,immune,mesenchyme,muscle,neural,olfactory,periderm,spinal.cord
 14-21,0,1.88,0,0,0,0,0,0,0
 24-34,0,0,0,0,0,0.83,0,0,0
 36-46,0,0,0,0,0,2.33,0,0.71,3.73
 48-58,0.43,0,0,0,0,2.53,0,0,0
 60-70,0,0,0,0,0,4.64,0,0,0
 72-82,5.69,0,0,0,0,11.12,0,0,0
 96-106,0.74,0,0,1.27,0,0,2.32,10.64,0
108-118,0,0,2.44,0.8,0.48,0,0,0,0
120,0,0,0,0,0,25.18,0,0,0
