stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,70.54,343.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.09,0,0,0,0,0,0,0,0,0,0,0
  5-6,17.2,287.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.93,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,9.74,0,0,0,17.42,0,0,0,0,10.14,0,0,0,0,0,0,0,0,0,0,0,149.44,17.25,0,0,35.5,0,11.42,12.68,0,0,0,0,0,0,0,0,0,0
 10-12,0,9.67,0,0,0,63.41,0,12.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128.08,33.58,0,0,272.49,0,0,0,4.75,456.27,0,3.11,0,0,0,0,0,0
 14-21,0,16.46,0,0.8,64.56,2283.53,0,1.79,2.06,0,0.89,7.52,0,9.17,4.12,0,0,0,0,0,154.7,0,0,141.24,137.26,10.73,0,4.71,12.34,0,6,1.85,530.72,10.75,16.96,889.58,18.6,0,0,401.23,0,0
 24-34,0,0,1.1,4.36,81.96,216.21,0,13.93,19.54,29.39,2.25,1.51,6.16,30.19,31.58,6.62,10.99,5.65,1.21,0,392.95,9.99,0,346.24,186.07,3.66,17.75,7.26,0,0,40.24,0,4.62,4.08,0,95.53,33.58,0,0,1060.82,0,5.64
 36-46,0,0,0,0,68.15,17.29,0,7.14,63.34,61.19,2.2,0.66,0,12.43,41.64,0,0.56,4.47,3.46,0,467.26,7.69,2.16,255.39,222.88,2.42,11.39,17.11,0,0,63.94,0,0.86,2.31,0,0,34.43,0,0,357.88,0,0
 48-58,0,0,0,0.45,55.24,3.91,0,21.07,44.61,78.5,3.01,6.27,0,17.78,54.48,0.97,0.43,3.6,2.1,1.72,448.96,0,3.06,125.45,198.41,4,4.97,8.16,0,0,20.8,0.56,0,8.76,0,0,20.4,0,0.42,236.38,0,0.93
 60-70,0,0,0,0,42.81,5.79,0,27.07,37.08,70.87,4.82,6.57,0,15.95,62.94,4.36,0,4.71,4.34,0,557.69,0.84,2.09,75.45,174.69,0.63,5.13,11.22,0,1.67,8.07,0,0,4.07,0,0,22.55,0,6.22,197.18,7.06,0
 72-82,0,0,1.57,0,46.25,1.73,0,29.4,22.5,86.87,8.29,9.12,0,26.01,65.75,1.35,0,7.36,1.65,0,729.36,1.46,6.5,62.73,138.53,1.94,26.12,12.91,0,2.18,12.94,0,0,0,0,0,19.69,3.4,4.65,289.65,2.76,6.41
 84-94,0.62,0,1.14,0,64.26,0.94,0,73.99,40.91,65.2,18.86,16.47,0,19.85,83.7,4.69,0,12.95,5.99,0,664.65,0,6.81,72.66,72.64,1.29,47.28,14.35,0,0,7.36,0,0,3.39,0,0,13.11,1.13,5.03,323.58,11.41,0
 96-106,0,0,0.99,0,77.65,9.55,0,53.88,26.88,33.16,19.8,15.1,0,28.78,110.93,0,0,15.01,5.17,7.1,596.69,0,17.97,48.45,113.19,0.61,57.46,16.25,0,7.35,9.24,0.7,0,1.72,0,0,0,2.43,5.93,469.62,6.17,0
108-118,4.4,0,1.18,0,82.79,0,1.24,48.79,44,49.81,13.71,14.03,0,23.92,77.02,4.21,0.85,9.79,6.53,0,742.62,1.21,20.12,57.81,127.51,0.59,40.92,11.64,0,9.32,7.36,0,0,1.51,0,0,6.08,0,6.35,457.76,0,0
120,0,0,0,1.28,107.84,2.81,0,28.58,26.91,67.43,0,19.24,5.2,26.26,120.36,10.5,3.91,7.09,0,0,572.68,1.15,33.46,84.56,140.12,0,63.52,14.57,0,0,5.54,0,0,2.39,0,0,7.61,0,2.55,431.82,0,0
