stage,epidermis,eye,glial,liver,mesenchyme,muscle,neural,olfactory,somites
 14-21,0,0,0,0,0,0,1.41,0,0
 24-34,0,0,0,0,0,0,0,0,0.75
 36-46,0,4.61,0,0,1.5,0.55,1.3,0.59,0
 48-58,0,9.96,0,0,1.71,0,0,0,0
 60-70,0,13.69,5.6,0,0,0,1.77,0,0
 72-82,0,5.58,0,0,1.27,0,0.76,0,0
 84-94,2.97,4.58,2.11,0,1.06,0,0,0,0
 96-106,0,5.15,0,6.64,0,0,0,0,0
108-118,0,4.33,0,0,1.07,0,0,0,0
120,0,4.24,0,0,0,0,0,0,0
