stage,blastomeres,epidermis,exocrine.pancreas,eye,neural,paraxial.mesoderm,somites,spinal.cord
  3-4,10.4,0,0,0,0,0,0,0
  5-6,41.69,0,0,0,0,0,0,0
  7-9,0,0,0,0,24.97,15.55,0,0
 10-12,3.64,0,0,0,11.81,3.39,0,0
 14-21,0,0,0,0,0.94,0,0,0
 24-34,0,0,0,0,0,0,0.77,1.1
 48-58,0,0,0,0,1.32,0,0,1.31
 72-82,0,0,0,0,0.5,0,0,0
 84-94,0,1.06,0,2.2,0,0,0,0
108-118,0,0,2.71,0,0,0,0,0
