stage,axial,blastomeres,epidermis,eye,neural,spinal.cord
  3-4,26.16,244.78,0,0,0,0
  5-6,7.16,141.69,0,0,19.5,0
  7-9,0,7.9,0,0,8.36,0
 14-21,0,0,0.89,0,0,0
 24-34,0,0,0,0,3.65,0
 36-46,0,0,0,0,5.73,0
 48-58,0,0,0,0,11.35,0.97
 60-70,0,0,0,0,22.16,0
 72-82,0,0,0,0.86,9.65,0.84
 84-94,0,0,0,0.6,7.22,0
 96-106,0,0,0,0,17.68,0
108-118,0,0,0,0,7.64,0
120,0,0,0,0,7.6,0
