stage,gut,mesenchyme,neural,notochord,spinal.cord
 14-21,0,0,0,0,1.33
 24-34,0,0,2.11,0,0
 36-46,0,1.18,2.41,0,0
 72-82,1.65,0,2.05,0,0
 84-94,2.97,0,0,0,0
 96-106,4.78,2.16,7.01,6.5,0
108-118,10.74,0,1.39,0,0
120,14.35,0,0,0,0
