stage,blastomeres,erythrocytes,eye,gut,ionocyte,liver,mesenchyme,muscle,neural
  3-4,16.58,0,0,0,0,0,0,0,0
 10-12,0,0,0,0,0,0,0,0,5.81
 24-34,0,0,0,0,0,10.49,0,0,0
 48-58,0,0,0,1.17,0,3.54,0,0,0
 60-70,0,0,0,0.66,0,2.37,1.59,0,0
 72-82,0,0,3.1,9.52,0,2.84,4.17,0,2.47
 84-94,0,0,2.63,6.47,0,8.93,7.83,0,0
 96-106,0,0,1.62,3.99,0,11.56,8.13,1.95,5.11
108-118,0,0,5.07,2.7,0.49,12.84,10.14,0,4.99
120,0,7.49,0,5.08,0,40.58,10.16,0,10.97
