stage,epidermis,erythrocytes,eye,heart,liver,mesenchyme,muscle,neural,olfactory,spinal.cord
 14-21,0,0,0,0,0,1.44,0,0,0,0
 24-34,0,0,0,0.68,0,0,0.98,0.92,0,0
 36-46,0,0,0,0,0,0,0,1.4,0,1.24
 48-58,1.78,0,0.62,0,0,0,0,2.69,0,0
 60-70,0,0,0,0,0,0,0,2.22,0,0
 72-82,0,4.18,0,0,0,0,0,4.64,1.05,0
 84-94,0,0,0.58,0,0,0,0,0,0,0
 96-106,0,0,0,0,0,0,0,3.81,0,0
108-118,0,0,0,0,0,0,0,1.69,0,0
120,0,0,0,0,1.45,0,0,0,0,0
