stage,endoderm,epidermis,erythrocytes,eye,fin.epithelia,fin.mesenchyme,glial,gut,heart,immune,ionocyte,lateral.line,liver,melanocytes,mesenchyme,muscle,neural,olfactory,periderm,pgc,pronephros,spinal.cord,taste,vasculature,xanthophores
 14-21,1.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 36-46,0,0,0,0,0,0,0,0,0,0,0,0,2.42,0,0,0,0,0,0,0,5.2,0,0,0,0
 48-58,0,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43,0,0,0,0,0,0,0,0
 60-70,0,0,0,0,0,0,0,0.62,0,0,0,0,0.74,0,0,0,4.79,0,0,0,0,0,0,0,0
 72-82,0,1.13,0,1.07,0,1.03,1.99,0,0,0,0,0,52.29,0,0,0,8.86,0,2.94,0,1.1,0,0,1.05,0
 84-94,0,0,0,0,0,0,1.29,0,0,0,1.52,0,169.22,0,0,0,9.1,0,2.57,0,1.91,0,2.36,0,0
 96-106,0,0.77,6.08,12.23,0,0,3.81,1.18,1.53,0,0,0,393.19,0,8.41,0,49.77,0,9.33,1.35,0.64,0,0,0,1.22
108-118,0,1.31,0,6.3,0.71,0,7.59,0,0,0.64,0.65,6.81,950.81,2.02,8.37,1.21,58.47,1.27,1.68,0,0,2.15,0,1.24,7.54
120,0,0,0,0,0,0,0,0,0,2.62,0,0,618.42,0,0,0,23.02,0,1.36,0,3.52,0,0,4.54,0
