stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,51.78,966.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.22,0,0,0,0,0,0,0,0,0,0
  5-6,6.34,329.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.16,0,0,0,0,0,7.63,0,0,0,0,0,0,0,0,0,0
  7-9,3.82,0,0,0,0,0,0,17.22,0,0,0,0,0,32.62,0,0,0,0,0,0,0,0,0,0,0,43.11,12.44,0,0,14.88,0,5.34,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,0,0,0,0,13.41,0,0,0,0,0,35.03,0,0,0,0,0,0,0,0,0,0,0,113.14,89.29,0,0,27.6,0,10.14,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,0,0,46.13,1.71,0,3.07,0,0,0,4.45,0,0.95,0.81,0.97,0.82,0,0,0,0.85,8.64,0,0,6.15,42.91,41.16,0,0,1.3,0,22.67,7.81,2.2,6.24,23.77,58.98,0,0,1.92,0,0
 24-34,0,0,2.75,0.61,17.89,3.36,0,16.36,0,6.54,0.7,19.93,0,0,0.79,0,9.76,0,3.03,0.73,0,30.92,1.32,0,34.39,252.16,15.13,12.9,4.94,0,0,127.6,0,7.35,1.76,11.61,105.32,0,0,54.53,0,0
 36-46,0,0,0,0,24.61,0,0,40.58,0,11.2,7.63,18.25,0,0,3.39,0.98,3.61,0.61,5.49,10.59,0,42.53,2.3,0,12.5,289.24,26.29,20.14,3.63,0,0,222.14,0,3.52,0.7,0,105.01,0,0,8.22,0,8.8
 48-58,0,0,0,0,9.37,2.41,0,103.71,0.67,0.99,14.41,54.29,0,0.57,0,0.88,0.76,0.42,2.72,0,0.6,72.46,5.27,0,8.73,249.24,17.45,11.97,7.5,0,0.56,197.56,0,0.57,0.44,0,92.71,0,1.32,11.09,0,10.86
 60-70,0,0,0,0,14.94,0.79,0,431.8,0,6.94,7.62,78.37,6.29,0,0.9,3.31,6.83,1.55,0.61,3.84,2.64,125.2,9.23,0.6,3.74,270.18,4.03,13.14,5.61,0,0.71,93.58,0,1.35,2.45,0,38.27,0,1.18,2.5,0.64,0.97
 72-82,0,0,0,0,20.25,17.11,1.04,413.71,0,7.09,5,72.66,11.14,1.14,4.85,6.35,1.8,0.72,6.18,0.62,0,152.72,8.83,3.19,10.15,299.59,4.32,10.14,10.51,0,1.53,43.89,0,1.37,0.55,0,40.38,1.02,4,24.29,1.62,0
 84-94,0,0,1.46,0,23.67,13.08,0,380.71,1.27,1.15,5.26,50.63,38.48,0.71,3.29,9.05,3.24,2.3,1.51,4.51,1.11,124.94,9.11,9.33,8.2,196.51,12.73,9.05,11.86,0,0,198.48,0,6.46,0,0,17.11,0.66,1.84,9.59,0.74,6.04
 96-106,0,0,0,0.72,51.76,23.45,1.68,220.68,1.42,2.7,5.49,55.84,27.7,0,0,14.09,6.7,3.04,17.35,0,0.71,104.62,14.48,5.87,13.58,231.53,1.83,30.44,21.82,0,2.58,109.45,0,1.56,0,0,15.64,1.82,1.38,13.24,1.65,3.68
108-118,0,0,0,0,58.15,25.44,44.78,203.27,1.76,5.03,11.4,56.16,42.05,0,0.78,6.2,9.51,6.06,15.34,4.65,2.94,104.29,20.32,4.51,12.16,180.81,3.37,20.92,16.4,0,9,114.02,0,2.43,0.69,0,14.67,7.15,3.69,12.82,4.52,4.21
120,0,0,1.22,0,99.72,1.88,8.53,289.17,6.7,8.23,1.6,74.34,31.77,0,1.17,20.2,2.19,13.27,8.91,10.81,0,88.39,1.48,3.51,8.65,338.24,17.24,23.2,7.85,0,0,78.88,0,8.71,0,0,10.06,7.35,3.79,33.61,1.59,0
