stage,axial,blastomeres,endoderm,erythrocytes,eye,hatching_gland,neural,notochord,paraxial_mesoderm,periderm,pgc,pronephros
  3-4,216.45,5061.29,0,0,0,0,0,0,0,96.63,0,0
  5-6,388.83,4086.16,9.08,0,0,0,105.03,19.31,52.67,13.59,0,0
  7-9,74,71.3,49.97,0,357.19,69.9,2282.63,31.27,722.26,3.63,7.7,0
 10-12,0,201.24,212.91,13.34,341.28,25.15,4292.16,42.68,1218.6,0,22.76,125.02
