stage,eye,fast.muscle,gut,muscle,neural,olfactory,periderm
 48-58,0,0,0,0,0,63.38,0
 60-70,0,0,0,0,0,33.97,0
 72-82,0,0,0,0.62,3.06,146.44,0
 84-94,0,0,0,0,0,79.49,0
 96-106,2.83,0,1.39,0,0.78,111.69,1.18
108-118,0,0.44,0,0,0.84,0,0
