stage,epidermis,eye,glial,gut,mesenchyme,muscle,neural,otic,periderm,spinal.cord
 14-21,0.87,0,0,0,0,0,1.51,0,0,0
 24-34,0,0,0,0,0,0,1.55,0,0,0
 36-46,0,0,0,0,0,0,0,0,2.48,0.72
 48-58,0,0,0.65,0,0.55,0,2.47,0,0,0
 60-70,0,0,2.55,0,0,0,0,0,0,0
 72-82,0,0,0.83,2.04,0.59,0.83,11.39,0.52,0,2.09
 84-94,0,6.38,0,1.66,0,0,7.72,0,0.91,0
 96-106,0,0,0,2.81,2.45,0,3.48,0,0,0
108-118,0.46,0,0.74,0.45,2.36,0,1.46,0,0,0
