stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,0,89.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,6.25,128.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.17,0,0,0,9.89,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,4.35,0,5.57,0,0,0,51.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122.54,6.44,0,0,29.41,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,0,0,0,0,35.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201.07,0,0,0,20.4,0,0,0,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,2.13,0,3.64,0.85,0,1.82,0,0,0,0.88,0,0,0,0,0,0,0,0,4.55,0,0,2.56,237.02,0,3.06,0,0,0,0,0,3.47,0,0,0,75.08,0,0,0,0,0
 24-34,0,0,2.73,0,0.64,0,0,29.94,0,0,0,6.61,0,0,0,0.6,0,0,0,0,20.15,0,0,3.81,1291.16,0,18.17,5.5,0,0,1.26,0,0,0,0.64,0.66,258.77,0,0,6.38,0,0
 36-46,0,0,0,0,6.72,0,0,218.81,3.91,0,0,40.85,0.82,0,0,0,0,0,0,5.6,36.47,0,2.83,10.49,3782.75,14.4,25.05,2.42,0,0,5.13,0,0,0,0,0,682.04,0,0,17.83,0,0
 48-58,0,0,0,0,25.81,0.46,0,571.44,0,4.15,2.22,103.29,0,1.9,0,0,0,0,0,5.09,39.92,1.4,2.32,6.85,4323.21,0.96,26.84,2.46,0,0,5.08,0,0,2.06,0.94,0,712.57,0,0.51,8.43,0,2.81
 60-70,0,0,0,0,8.7,0,0,1324.86,0,0,11.66,122.66,0,0.88,1.92,0,3.07,0,0.78,0,59.14,0,9.34,8.04,5126.6,0,21.39,5.96,0,0,0.75,0,0,0,0,0,827.03,0,2.97,12.79,0,9.16
 72-82,0,0,4.69,0,17.25,0,0,1161.95,1.78,0,3.3,152.14,0.53,1.98,0,0,5.83,10.42,0,6.03,83.09,0,10.32,8.76,3307.14,0,30.12,12.6,0,7.4,6.72,0,0,0,0,0,426.39,3.72,4.26,5.6,11.44,12.26
 84-94,0,0,1.4,0,9.91,3.52,0,953.62,0,1.42,0.86,187.25,1.96,3.93,1.11,0,1.34,1.91,0,0.56,91.7,0,15.83,5.01,2443.88,0,25.33,12.75,0,4.76,16.79,1.4,0,0,0,0,354.78,4.01,5.14,8.55,0,11.19
 96-106,0,0,1.17,0,10.32,1.12,2.1,1155.38,0,0.68,0,134.79,2.62,0.87,0.86,2.81,0,1.32,3.35,3.66,114.03,1.15,6.73,4.31,2002.95,0,32.88,18.03,0,3.71,12.47,0,0,0.68,0,0,139.25,5.99,0,11.11,2.1,0.75
108-118,0,0,1.51,0.49,23.81,0.45,0,1077.78,0,0,2.74,173.59,3.47,0.98,3.84,1.38,1.55,2.92,2.49,0.51,81.46,0,5.52,3.3,2545.59,0,12.15,27.42,0,0,6.61,0,0,0.94,0,0,114.12,3.44,1.17,4.76,7.29,0.91
120,0,0,2.94,0,59.53,9.38,0,1224.44,3.99,6.56,6.1,325.69,2.85,0,10.52,0,0,1.77,1.58,1.6,70.52,0,4.96,13.63,4079.28,2.28,46.46,19.06,0,16.5,7.65,0,0,1.13,0,0,142.2,4.2,0,40.04,5.44,0
