stage,epidermis,erythrocytes,eye,lateral.line,mesenchyme,muscle,neural,olfactory,periderm,spinal.cord
 24-34,1.35,0,0,0,0,0,0.72,0,0,0
 36-46,1.93,0,0,0,0,0,1.11,0,0,1.3
 48-58,2.47,0,0,0,0.82,0,0.65,0.91,0,0
 60-70,0,0,0,1.2,0,0,0,0.84,0,1
 72-82,1.63,0,1.77,0,0.92,0,1.29,0,0,0
 84-94,0,0,0,0,0,0,1.96,7.55,0,0
 96-106,0,2.29,0,0,0,0,0,0,0,0
108-118,0,0,0,0,0,1.18,2.68,0,0.48,0
120,0,0,4.38,0,0,0,0,0,0,0
