stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,9.36,104.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.92,0,0,0,0,0,0,0,0,0,0,0
  5-6,18.18,103.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.37,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,8.71,0,0,7.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.09,10.33,0,0,13.74,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,15.2,0,0,0,0,0,0,0,0,12.83,0,0,0,0,0,0,0,0,0,0,0,47.44,47.39,0,0,34.86,0,0,0,0,5.22,0,3.11,0,0,0,0,0,0
 14-21,0,0,1.23,0,1231.27,23.64,27.37,0,38.82,0,3.36,0,0,8.51,0,0,0,0,0,0,242.5,18.3,0,517.9,121.56,45.93,0,26.84,35.38,0,0.96,0,35.55,8.9,3.86,82.12,79.52,0,0,8.03,0,0
 24-34,0,0,0,1.34,362.2,2.09,40.24,0.75,127.13,1.58,11.31,0,0,27.59,0,1.21,0,0,0.6,5.52,528.95,6.94,4.76,497.65,184.88,233.15,0,6.55,0,1.61,9.79,0,0,23.58,0,5.01,32.23,0,0,12.41,0,0
 36-46,0,0,0,0,78.09,0,18.83,1.31,139.4,12.53,8.7,0,0,38.03,0,1.57,0,1.61,0,7.98,884.58,1.52,7.5,198.89,175.05,224.84,8.29,2.93,0,0,13.71,0,0,13.64,0.56,0,21.22,0,0,19.51,0,0
 48-58,0,0,0,0,30.53,2.2,52.59,0.38,80.9,32.2,16.48,0,0,6.32,0,0,10.6,1.03,0,1.18,484.05,0.37,9.84,82.47,126.18,119.61,0,4.75,0,0,7.83,0,0,12.16,0,0,15.81,0,0,12.09,0,5.64
 60-70,0,0,0,0,8.98,2.26,89.26,0,124.02,60.28,16.65,0,0,4.68,0,1.89,6.5,0,0,2.31,621.55,0,5.76,36.07,73.75,170.15,4.76,10.59,0,3.57,16.72,0,0,13.36,0,0,5.96,0,4.97,10.66,0.61,0
 72-82,0,0,0,0,21.39,8.85,95.69,0,80.76,47.87,20.73,0,0,1.68,0,1.23,0,0,0,5.66,601.15,0.82,14.37,29.84,99.93,158.01,0,10.32,0,3.07,0,0,0,3.24,0,0,11.14,0,23.39,32,7.29,0
 84-94,0.62,0,0,0,39.73,0,91.97,0,152.04,52.92,27.31,0,0,8.33,1.86,0,0,0.73,0,7.45,574.18,0,13.33,24.23,72.91,280.98,0,5.84,0,0,18.58,0,0,1.5,0,0,0,0,50.2,13.06,12.5,9.33
 96-106,1.12,0,0,0,71.94,13.17,120.92,2.45,203.2,32.45,43.38,0,0,4.37,6.11,0.57,0.92,0,0.7,2.01,731.38,1.5,49.66,37,133.72,202.18,0.76,11.05,0,6.2,6.26,0.76,0,9.23,0,0,0,1.57,24.4,22.61,25.39,3.52
108-118,3.14,0,0,0,136.27,0,93.07,0,539.04,35.83,37.78,3.52,0,4.18,3.22,9.8,5.88,0.56,0,21.91,721.91,0.71,67.33,55.5,94.23,333.57,0,28.26,0,10.02,6.17,0,0,2.69,0.88,0,5.04,0.71,24.65,38.28,37.3,5.43
120,0,0,0,0,58.26,6.93,73.93,0,230.05,63.27,49.54,0,0,6.31,2.59,2.09,4.85,0,0,1.67,714.05,4.82,6.75,45.81,58.49,246.09,0,29.18,0,17.26,0,0,0,12.25,0,0,11.27,0,17.29,32.6,15.44,0
