stage,blastomeres,epidermis,eye,glial,mesenchyme,neural,paraxial_mesoderm,spinal_cord
  5-6,18.37,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,30.21,5.86,0
 10-12,9.54,0,4.67,0,0,8.06,6.91,0
 24-34,0,0,0.84,0,0,1.17,0,0.87
 36-46,0,0,0,0,0,0,0,0.94
 48-58,0,0,0,0.87,2.22,0.85,0,0
 72-82,0,0,0,0,0,0,0,3.14
120,0,1.14,0,0,0,0,0,0
