stage,epidermis,eye,fin.epithelia,mesenchyme,neural,periderm,taste,vasculature
 14-21,0,0,0,0,3.12,0,0,0
 36-46,0,0,0,0,0,1.19,0,0
 48-58,0,0,0,0.55,0,0,0,0
 60-70,0,0,0,0,0,0.62,0,0
 72-82,0,0,0,0.79,0.65,1.48,0,0
 84-94,0,0,0,0,0,7.2,0,0
 96-106,0.95,0,0,0,0,1.51,0,0.65
108-118,1.62,0.78,1.41,0,0,9.36,1.89,0
120,1.18,0,0,0,0,0,0,0
