stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,47.01,230.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.6,0,0,0,0,0,0,0,0,0,0,0
  5-6,0,282.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.61,6.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,14.23,0,0,18.32,0,0,0,0,0,15.67,0,0,0,0,0,0,0,0,0,0,0,168.98,0,0,0,48.19,0,4.34,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,64.35,0,0,20.46,0,0,0,0,0,3.87,0,0,0,0,0,0,0,0,0,0,0,291.79,9.11,0,0,76.97,0,4.05,0,0,12.7,0,0,0,0,0,0,0,0
 14-21,0,0,0,0.81,12.25,2.76,13.19,0,1,0,3.64,0.9,0,0,0,0,0,0,0,0,7.11,0,0,7.52,185.67,2.01,0.95,1.24,1.9,0,1.09,1.4,9.07,0,0,9.99,57.03,0,0,2.6,0,0
 24-34,0,0,1.64,2.79,20.3,1.93,25.21,0,1.36,0.63,18.56,1.34,2.51,0,0,2.31,0,1.37,0,0,43.7,0.83,0,10.02,554.26,2.58,11.53,9.34,0,0,6.78,0,0,0,0,0,154.4,0,0,4.16,0,0
 36-46,0,0,0.95,0,16.8,1.07,54.14,0,0,2.49,29.62,0,0,0.88,0,0,0,3.41,8.95,0,37.33,2.19,13.25,8.21,821.73,0,14.52,0.8,0,0,7.25,0.81,0,0.62,0,0,179.24,0,0,2.41,0,7.42
 48-58,0,0,0,0,2.56,0.75,175.22,0,6.88,1.03,43.49,0,0,0.88,0,0,0,0.5,0,0.99,31.94,0.95,1.1,10.71,819.84,4.93,9.62,4.68,0,0,2.79,0,0,0,0.46,0,185.76,0,0,14.1,0,0
 60-70,0,0,0,0,10.85,0,347.54,0,1.4,3.77,51.15,0,0,0,1.92,0,0,0,0,0,54.35,0,0,8.72,827.82,0,9.09,1.54,0,0,6.79,0,0,0.58,0,0,157.84,0,0,3.11,0,10.57
 72-82,0,0,0,0,9.08,36.04,496.63,0.82,2.61,6.77,74.31,0.55,1.02,0,0.49,0,2.68,9.37,0,0,104.56,0,2.22,12.34,918.8,0,9.99,7.27,0,0,2.42,0,0,1.73,0,0,182.8,5.3,1.34,9.81,0.93,7.89
 84-94,0,0,0.66,0,12.26,55.22,301.18,0,3.52,2.63,38.28,4.7,0,1.22,2.83,1.42,0.63,0,4.1,1.11,75.39,1.83,12.42,8.27,696.37,0.59,17.96,13.15,0,0,5.61,0,0,0,0,0,156.28,0.71,5.14,13.53,1.11,2.3
 96-106,0,0,1.97,0,22.16,42.84,309.1,0,3.34,2.3,51.09,1.97,0,0,3.06,0,3.43,0,12.21,0.75,96.43,0,2.68,2.44,653.52,1.79,23.93,10.78,0,0,8.4,0,0,0.87,0,0,100.45,5.67,0,4.92,0,1.96
108-118,0,0,0.89,0,35.32,26.63,421.72,4.79,5.87,0.59,80.75,2.61,0,2.64,3.7,1.03,8.01,1.74,0,0.78,103.45,9.66,8.91,7.62,743.26,0.69,15.83,19.17,0,8.41,4.64,0,0,4.19,0,0,59.63,3.69,2.74,0.47,0.72,7.64
120,0,0,0,0,51.06,11.57,397.08,0,7.01,13.51,63.84,0,0,0,1.18,0,0,0,8.58,0,133.63,0,0,6.98,1297.19,10.98,60.1,33.05,0,0,3.95,0,0,0,2.33,0,74.42,4.74,2.15,1.84,0,0
