stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,170.59,1926.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.28,0,0,0,0,0,0,0,0,0,0,0
  5-6,274.11,4547.2,0,0,0,0,0,0,0,0,0,0,0,34.14,0,0,0,0,0,0,0,0,0,0,0,224.62,6.07,0,0,9.32,0,118.29,0,0,0,0,0,0,0,0,0,0,0
  7-9,327.51,359.08,0,325.64,0,0,0,783.75,0,0,0,0,0,209.23,0,0,0,0,0,0,0,0,0,0,0,5889.64,434.63,0,0,2454.53,0,36.18,49.4,0,12.83,0,0,0,0,0,0,0,0
 10-12,0,357.71,0,525.77,0,76.98,0,813.39,0,0,0,0,0,181.8,0,0,0,0,0,0,0,0,0,0,0,9950.32,363.3,0,0,4022.93,0,3.1,49.41,14.68,616.79,0,100.82,35.01,0,0,0,0,0
 14-21,0.93,0.93,5.09,28.62,862.33,292.84,0,287.04,0,15.78,0,34.94,28.68,21.76,19.78,3.79,77.43,1.73,1.96,7.91,20.12,261.61,3.48,0,165.32,2519.65,202.32,15.32,39.33,78.72,0,97.6,12.51,494.31,131.2,342.31,868.93,858.56,0,0,49.61,0,21.05
 24-34,0,0,6.36,23.09,447.65,95.69,0,1135.29,149.54,104.99,28.24,136.37,20.01,4.43,20.32,77.34,361.69,33.95,33.81,50.31,107.59,768.36,59.32,2.72,376.57,6667.52,106.32,119.51,95.18,0,2.91,418.69,3.68,7.47,234.92,459.1,523.99,1604.98,0,0,306.89,0,116.25
 36-46,1.07,0,4.61,5.32,286.64,24.38,0,1414.39,268.89,63.42,64.22,292.22,17.48,8.29,21.46,96.07,236.17,68.6,24.07,30.91,131.27,582.44,45.15,11.05,245.48,6715.81,63.6,108.02,83.39,14.25,0,565.12,4.88,4.38,158.16,649.7,41.13,1519.43,0,0,135.43,0,158.39
 48-58,0,1.29,2.64,2.14,271.74,19.72,0,2759.04,324.62,90.54,105.84,633.41,42.53,23.48,16.55,66.14,104.03,102.59,35.75,87.51,74.11,999.63,37.77,40.51,263.77,7260.27,52.5,59.92,107.36,3.66,3.32,349.89,0,0,111.04,592.36,0,1432.07,0,3.71,128.58,1.39,195.98
 60-70,2.52,0,14.51,0,315.53,36.3,0.59,4170.8,307.36,120.57,100.57,776.58,143.89,26.69,14.01,91.26,108.36,64.37,40.38,106.84,49.66,1162,31.78,87.51,220.53,6940.48,73.5,53.54,129.17,2.43,17.86,372.96,1.07,2.75,85.53,455.99,0,1067.48,7.8,13.4,113.07,10.07,130.17
 72-82,0,0,24.55,1.89,266.34,113.09,29.08,5439.09,271.82,63.82,83.29,1069.42,302.97,6.17,18.55,117.57,183.29,98.92,56.48,160.87,35.1,1364.21,33.6,47.68,193.11,6561.55,18.44,106.4,176.25,1.13,12.1,285.07,1.41,0,176.07,210.79,0,713.17,23.22,38.13,199.91,35.97,172.26
 84-94,0,0,38.35,4.52,363.44,87.27,39.81,3832.6,310.91,78.04,75.07,765.4,491.82,6.44,13.15,110.01,254.48,102.51,48.59,368.22,39.65,1096.41,36.69,73.51,179.93,4094.88,33.34,94.22,215.84,3.85,13.1,647.93,0,0,267.87,356.14,0,457.42,59.1,40.67,210.52,44.14,127.28
 96-106,2.68,0,27.56,4.07,378.94,199.12,19.43,3599.74,500.96,41.23,60.17,758.34,543.81,1.32,42.52,145.29,212.84,54.12,72.54,471.27,25.77,787.71,40.35,40.6,156.09,3130.43,18.46,167.7,241.55,2.41,28.08,767.73,2.06,0,249.53,345.61,0,138.1,47.23,23.19,168.72,44.12,85.31
108-118,0.67,0,26.74,9.46,383.22,94.97,39.12,3369.97,366.95,68.04,43.95,909.86,625.45,0,29.62,142.1,251.85,49.27,83.39,732.98,49.65,833.38,70.51,71.02,178.38,5158.78,35.06,163.18,263.69,0,33.75,604.49,3.46,0,252.86,317.21,0,179.86,55.83,19.63,159.39,53.08,54.36
120,4.02,0,25.81,3.57,564.27,153.52,11.79,3335.81,244.35,126.24,82.29,1343.96,401.91,0,32.14,310.61,211.83,30.4,84.4,435.56,15.82,1079.06,44.33,118.1,241.44,9756.21,49.17,227.93,350.09,10.96,28.8,597.93,3.83,4.48,208.97,90.57,0,318.94,37.72,22.7,184.41,87.31,63.9
