stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,99.58,2537.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274.18,0,0,0,0,0,0,0,0,0,0,0
  5-6,15.63,1265.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,11.16,0,0,0,48.49,0,0,0,0,27.42,0,0,0,0,0,0,0,0,0,0,0,389.15,24.67,0,0,246.6,0,0,21.17,0,0,0,0,0,0,0,0,0,0
 10-12,0,34.46,0,76.45,0,23.58,0,116.45,0,0,0,0,51.4,0,0,0,0,0,0,0,0,0,0,0,1235.47,117.84,0,0,352.12,0,0,19.58,0,30.48,0,29.92,0,0,0,0,0,0
 14-21,0,0,0,6.05,64.18,15.1,0,13.89,0,0,3.78,1.83,0.91,0,0,0.9,0,0,0,2.01,27.06,0,0,26.21,272.82,32.6,1.02,5.3,7.18,0,1.8,0,26.25,3.72,1.08,78.18,88.45,0,0,3.48,0,0
 24-34,0,0,0.67,1.03,17.34,2.85,0,46.74,1.04,0.76,7.95,3.07,0,0,1.95,1.81,0,1.62,0,0.73,72.1,0.9,0,20.88,906.56,0,6.86,4.2,0,0,10.51,0,0,1,0,7.55,165.54,0,0,14.69,0,0.6
 36-46,0,0,0,0,6.89,0.6,0,244.21,0,3.04,42.16,1.15,0,0,0.64,0,0,2.38,0,1.83,77.87,1.12,2.8,12.86,1171.18,1.26,21.67,18.92,0,0,13.36,0,0,0,0,0,187.02,0,0,2.26,0,2.1
 48-58,0,0,0,0,7.92,0,0,296.29,1.83,1.44,65.79,0,0,1.96,0.76,0.51,0,2.32,1.28,6.02,69.99,0.65,1.75,8.03,651.77,10.4,13.67,5.21,0,0,3.92,0,0,5.78,0,0,136.05,0,0,14.48,0,2.15
 60-70,0,0,0.89,0,4.61,0,0,472.96,1.34,12.09,59.85,2.09,0,1.7,0,1.9,0,3.43,1.06,0,109.97,1.04,3.85,9.02,632.88,1.36,2.17,2.71,0,0,12.14,0,0,0,0,0,108.83,0,1.38,0.73,1.46,0
 72-82,0,0,0,0,10.03,1.54,0,338.01,0,15.27,59.01,7.81,0,0.5,3.08,1.56,0.49,1.51,0.96,3.9,122.76,3.73,4.16,10.08,537.84,0,14.7,6.87,0,0,3.32,0,0,0.63,0,0,36.6,3.23,0,14.48,1.6,0
 84-94,0,0,3.2,0,14.39,1.65,0,295.32,1.35,3.7,45.15,6.31,0,2.46,9.4,6.28,6.07,3.54,0,0.91,109.35,6.62,1.74,23.01,448.12,0.67,22.68,6.84,0,0,25.24,0,0,0,0,0,74.42,0.78,0.74,16.9,1.95,0
 96-106,1.12,0,2.97,0,10.03,7.42,0,207.68,0.69,0.84,52.15,5.93,0,3.29,8.5,3.39,1.05,0.59,1.92,4.74,62.1,0,3.45,4.39,300.26,1.96,7.66,3.33,0,5.22,11.92,0,0,0,0,0,14.83,3.59,1.77,10.62,0.83,1.26
108-118,0,0,0.57,0.61,19.92,3.52,10.46,248.96,0.9,5.73,52.75,12.28,0,0,5.45,5.84,0,2.66,2.5,1.84,89.71,3.11,5.48,17.07,558.44,6.3,11.02,7.88,0,2.52,11.54,0.42,0,0.76,0,0,22.63,6.81,2.23,9.75,0,13.88
120,0,0,0,0,21.33,2.39,2.35,237.22,0,0,15.71,8.26,0,2.09,13.23,0,7.45,5.09,0,0,71.25,0,32.97,5.59,638.24,5.82,24.15,18.53,0,0,5.68,0,0,1.73,0,0,23.2,0,19.91,17.08,0,0
