stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,394.01,9777.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,379.29,0,0,0,0,0,0,0,0,0,0,0
  5-6,730.39,10164.42,0,42.79,0,0,0,0,0,0,0,0,0,26.83,0,0,0,0,0,0,0,0,0,0,0,499.06,31.66,0,0,108.74,77.36,0,0,0,0,0,0,0,0,0,0,0
  7-9,89.77,210.68,0,198.33,0,0,0,356.94,0,0,0,0,0,197.89,0,0,0,0,0,0,0,0,0,0,0,3974.93,140.44,0,0,2369.74,30.82,94.62,0,0,0,0,0,0,0,0,0,0
 10-12,0,67.85,0,149.53,0,12.7,0,208.89,0,0,0,0,0,44.52,0,0,0,0,0,0,0,0,0,0,0,2733.52,49.11,0,0,757.91,28.96,13.4,0,129.32,0,0,0,0,0,0,0,0
 14-21,0.93,0,1.38,10.94,199.91,23.5,0,38.78,0,0,0,19.78,4.48,0,3.21,0,2.77,0,0,0,0,69.57,0,0,46.74,738,47.8,6.17,15.73,56.14,57.24,0,139.26,5.5,0.84,48.48,253.9,0,0,4.64,0,0
 24-34,0,0,0,0,296.62,3,0,160.31,0,16.3,0,41.65,3.25,0,0.92,5.49,1.36,8.58,5.62,1.41,7.46,187.77,3.24,0.91,76.42,2326.96,116.8,22.07,17.39,0,260.44,0,0,3.72,2.15,12,616.37,0,0,44.55,0,11.1
 36-46,0,0,0,0,152.58,3.43,0,374.99,1.3,35.38,0.64,23.59,0.79,0,0.75,7.74,0.66,1.81,2.92,1.74,0,153.88,1.63,4.12,50.8,1283.61,113.47,6.86,7.43,0,115.79,0,0,4.42,0,0.6,351.29,0,0,9.38,0,1.39
 48-58,0,0,0,0,158.37,6.79,0,498.23,0.81,29.21,0,23.86,0.38,0,6.12,2.85,6.9,3.07,3.81,2.79,0,197.41,4.69,7.45,26.21,591.36,108.62,7.02,7.26,0,61.15,0,0,0.68,0,0,124.35,0,0,3.85,0,0.66
 60-70,0,0,0,0,164.68,0,0,232.14,0,20.92,5.22,28.08,1.93,0,4.12,4,0.59,1.48,9.87,0,0,144.95,2.72,8,15.67,232.09,74.05,1.78,6.02,0,59.28,0,0,3.43,0,0,25.37,0,0,9.05,0.71,6.39
 72-82,0,0,1.01,0,123.26,7.75,0,110.08,0,14.13,0,47.62,6.54,0,3.53,1.76,1.51,3.98,1.53,1.32,0,131.07,0.73,8.28,17.58,216.74,25.49,4.1,4.38,0,22.88,0,0,2.6,0,0,11.3,2.21,0,11.09,2.37,0
 84-94,0,0,0,3.32,191.83,2.87,0.58,108.69,0,28.17,0,24.09,17.75,0,2.62,2.28,3.83,3.73,0.98,2.66,0,145.36,2.91,11.82,19.04,141.45,79.81,5.39,16.91,0,31.5,0,0,4.42,0,0,16.92,3.47,0.71,11.74,0,0
 96-106,0,0,0,0,139.97,0,0,114.91,0,17.16,1.63,32.18,18.26,0,4.9,5.17,2.86,2.77,4.01,5.9,0,85.98,0.77,3.61,14.06,139.13,45.31,3.91,11.19,0,37.48,0,0,1.51,0,0,1.31,3.37,2.06,13.36,0,0.58
108-118,0,0,0,0,99.01,0.49,1.02,103.05,0,25.12,3.49,22.58,7.14,0,0,5.71,3.49,6.15,0,1.55,0,62.45,0,4.2,12.13,188.97,69.35,5.91,13,0,29.78,0,0,3.64,0,0,0.95,1.69,1.06,19.84,1.05,0.84
120,0,0,0,0,84.93,6.03,1.71,105.93,0,14.2,3.46,20.4,3.64,0,5.18,1.96,0,0,0,0,0,50.07,0,1.41,2.12,165.81,91.48,0,13.12,0,16.28,0,0,3.15,0,0,5.97,1.65,0,3.79,0,0
