stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,403.84,7492.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,423.92,0,0,0,0,0,0,0,0,0,0,0
  5-6,487.25,6628.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191.64,44.33,0,0,29.41,0,289.9,0,0,0,0,0,0,0,0,0,0,0
  7-9,53.62,62,0,93.39,0,0,181.16,0,0,0,0,0,62.83,0,0,0,0,0,0,0,0,0,0,0,1637.99,115.91,0,0,535.04,0,54.53,78.79,0,0,0,0,0,0,0,0,0,0
 10-12,0,86.33,0,88.73,0,16.52,155.11,0,0,0,0,0,29.91,0,0,0,0,0,5.32,0,0,0,0,0,1873.7,108.58,0,0,630.55,0,16.58,4.94,0,60.05,0,17.66,5.09,0,0,0,0,0
 14-21,0,0,1.09,6.55,135.65,28.79,27.36,0,0.87,0,14.29,1.67,3.82,4.04,0,6.1,0,0,2.17,1.07,42.42,1.19,0,21.57,577.1,27.88,1.94,11.66,12.19,0,47.94,0,50.01,6.23,7.49,63.77,164.82,0,0,6.79,0,0
 24-34,0,0,0.84,1.37,20.94,0.62,71.83,0,5.6,1.46,13.04,4.55,0,2.75,2.26,11.95,0,2.65,0,1.9,46.3,6.11,0,32.3,729.76,4.14,9,4.28,0,0,76.47,0,0,2.49,1.54,10.37,159.96,0,0,37.34,0,1.74
 36-46,0,0,1.72,0,4.03,0.73,151.8,0,4.93,7.04,36.72,0,0,0.68,9.95,0.77,2.42,1.94,4.44,3.32,67.72,2.98,0,34.53,828.32,3.52,8.92,6.14,0,0,66.25,0,0,5.47,0,0,181.08,0,0,16.77,0,1.4
 48-58,0,0,0.42,0,12.39,0,216,0.68,0.66,3.05,73.34,0.41,0.48,4.86,2.8,0.51,1.25,3.45,1.61,4.49,69.73,2.22,0.74,7.91,703.86,1.99,5.68,2.45,0,0.46,41.89,0,0,0.73,1.63,0,134.7,0,0,7.38,0,8.79
 60-70,0,0,0,0,7.02,0,444.89,0,15.48,6.76,49.29,1.43,0,0,4.47,1.89,0.81,2.39,0,0.88,97.89,1.1,1.47,2.03,753.69,4.42,4.57,16.7,0,1.69,29.08,0,0,1.32,0,0,151.73,0.61,0,6.73,0,0
 72-82,0,0,2.08,0,10.54,10.15,388.97,2.3,0,4.34,42.49,2.31,0,6.45,6.6,1.04,1.16,3.83,0,0,88.48,2.85,0.72,6.28,543,0.91,1.3,13.39,0,0,11.14,0,0,0.53,0,0,30.63,3.3,0.87,15.23,4.71,1.3
 84-94,0,0,4.58,0,17.85,8.57,328.58,1.74,4.78,2.88,46.63,7.12,0,4.66,10.01,3.08,0.55,1.49,1.62,0,77.42,2.34,7.44,8.09,399.47,4.99,10.58,4.42,0,2.02,45.59,0,0,2.12,0.55,0,29.01,14.63,2.12,9.94,5.94,0
 96-106,0,0,3.22,0,21.91,7.76,262.72,0,1.19,2.44,50.53,4.51,1.32,0,16.97,6.03,1.98,7.22,9.5,0,62.14,6.85,4.76,8.96,293.07,0,4.46,6.22,0,3.88,29.77,0,0,0,0,0,29.38,5.46,0.89,10.19,9.46,19.93
108-118,0,0,0,0,27.01,10.97,195.43,0.84,3.68,2.34,66.79,8.75,0,0,17.82,8.26,6.91,1.47,1.34,6.31,52.67,3.79,1.4,9.55,402.96,0.53,9.73,6.89,0,0,33.88,0,0,6.17,0.53,0,16.29,2.21,0,17.27,2.63,2.12
120,0,0,0,0,28.12,14.26,198.29,0,9.86,0,84.1,4.89,0,3.65,25.29,9.23,0,10.28,1.05,0,45.11,6.67,4.54,6.6,454.45,1.55,0,7.97,0,0,17.36,0,0,2.27,0,0,29.82,3.43,0,15.42,0,0
