stage,epidermis,exocrine.pancreas,eye,fin.epithelia,glial,gut,heart,immune,iridophores,liver,mesenchyme,mural.cell,muscle,neural,olfactory,otic,pericytes,periderm,spinal.cord,taste,vascular.smooth.muscle,vasculature
 24-34,0,0,0,0,0,0,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 36-46,0,0,0,0,0,0,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 48-58,0.42,0,2.47,0,47.2,0,0,0,0,0,1.7,0,0,4.4,0,0,0,0,0,0,0,0.9
 60-70,0,0,0,0,383,0,0.58,0,0,0,2.08,0,0,19.15,0,0,0,0,0,0,0,0
 72-82,4.66,0,16.69,0,975.55,0,0,0,0.65,0.96,24.77,0,0,27.19,1.27,0,0,0.81,2.88,2.71,0,0
 84-94,4.88,0,10.97,0,773.06,0,0.78,0,0,0,14.35,0,0,23.64,0,0,0,0,0,0,0,1.82
 96-106,19.78,0,33.66,2.84,1546.56,0.6,0,0.93,1.22,0,35.24,1.02,0,74.68,0,1.7,0,1.97,0,0,3.75,0
108-118,0,2.97,7.79,0,1645.34,0,0,0,0.92,0,18.44,0,1.14,54.08,0,0.49,0.96,0.42,0,0,0,1.68
120,0,0,14.34,0,1732.76,0,1.85,0,0,0,60.17,0,0,54.48,0,4.51,0,0,0,0,0,0
