stage,epidermis,eye,glial,immune,lateral_line,mesenchyme,muscle,neural,otic,periderm,spinal_cord
 14-21,2.14,0,0,0,0,0,0.88,1.95,0,0,0
 24-34,0,1.18,0,0,0,1.85,0,15.44,0,0,0.72
 36-46,0,1.77,0,3.31,0,0,0,5.34,0,1.38,1.55
 48-58,0.61,4.39,0,0,0,0.89,0,10.39,0,0,3.39
 60-70,0,2.15,1.11,0,0,2.32,0,14.76,0,0,0
 72-82,0,6.46,2.69,0,0,1.31,0,14.37,0,1.02,0
 84-94,0,3.98,0,0,0,0,0,0.58,0,0,1.49
 96-106,0,0.86,0,0,0,0,0,0,0,0,0
108-118,0,0,0,0,0,0,0,2.05,0,0,1.9
120,0,0,0,0,3.66,6.46,0,37.69,1.76,0,0
