stage,axial,blastomeres,endoderm,epidermis,eye,hatching.gland,neural
  3-4,10.32,69.48,0,0,0,0,0
  5-6,0,42.13,0,0,0,0,0
  7-9,0,0,0,0,0,4.1,23.8
 10-12,0,0,10.22,0,0,0,26.29
 24-34,0,0,0,0,0,0,2.31
 48-58,0,0,0,0,0.77,0,1.07
 60-70,0,0,0,0,0,0,1.13
 84-94,0,0,0,0,0.9,0,0
108-118,0,0,0,0.44,0,0,0
