stage,blastomeres,endoderm,erythrocytes,glial,mesenchyme,muscle,neural,notochord,olfactory,spinal_cord
  3-4,25.49,0,0,0,0,0,0,0,0,0
  7-9,0,3.42,0,0,0,0,13.46,0,0,0
 10-12,0,0,0,0,0,0,16.33,0,0,0
 14-21,0,0,0,0,0.8,0,2.02,1.17,0,0
 24-34,0,0,0,0,0,0,1.57,0,0.69,1.19
 36-46,0,0,0,0,0,1.4,0,0,0,0
 48-58,0,0,0,0,0,0,0.59,0,0,0
 60-70,0,0,0,0,0,0,1.68,0,0,0
 72-82,0,0,0,2.71,0.66,0,0.78,0,0,0
 96-106,0,0,0,0,3.04,0,0,0,0.69,0
108-118,0,0,0,0,2.46,0,0,0,0,0
120,0,0,1.18,0,0,0,0,0,0,0
