stage,blastomeres,endoderm,eye,gut,mesenchyme,muscle,neural,paraxial_mesoderm,periderm,spinal_cord
  3-4,17.21,0,0,0,0,0,0,0,0,0
  5-6,86.85,0,0,0,0,0,0,0,0,0
  7-9,0,11.6,18.33,0,0,0,19.72,7.46,0,0
 14-21,0,0,0,0,0,0,0.81,0,0,0
 24-34,0,0,0,0,0,0.6,9.32,0,0,2.51
 48-58,0,0,0,0,0,0.72,1.22,0,0,0.44
 60-70,0,0,0,0,0,0,1.66,0,0,0
 72-82,0,0,0,0.67,0,0,5.47,0,0,0
 84-94,0,0,0.71,0,0,0,0,0,0,0
108-118,0,0,0,0,3.72,0,0.83,0,0.6,0
