stage,gut,hatching_gland,immune,mesenchyme,muscle,neural,olfactory,vasculature,xanthophores
  7-9,0,4.51,0,0,0,0,0,0,0
 10-12,0,0,0,0,0,17.05,0,0,0
 24-34,0,0,0,0,0,0,0,0.73,0
 36-46,0,0,0,1.46,0.73,0,0,0,0
 48-58,0,0,0,1.32,0,0,0.64,0,3.69
 60-70,0,0,0,0.78,0,0,1.42,0,0
 72-82,0,0,0,0.77,0,0,1.77,0,0
 84-94,0,0,0,0.64,2.84,0,0,0,0
 96-106,0,0,0.84,0,0,0,1.57,0.83,0
108-118,0,0,0.77,1.36,0,0.55,7.76,0,0
120,5.2,0,0,15.36,0,0,0,0,0
