stage,epidermis,eye,mural.cell,muscle,notochord,visceral.smooth.muscle
  7-9,0,0,0,0,6.29,0
 24-34,0.87,0,0,0,0,0
 48-58,0,0,0,0.42,0,0
 72-82,0,2.84,0,0,0,0.51
 84-94,0,1.56,0.6,0,0,1.16
 96-106,0,0,0,0,0,6.28
108-118,0,8.39,0,1.49,0,4.13
