stage,erythrocytes,eye,glial,heart,mesenchyme,muscle,neural,olfactory,spinal_cord,vascular_smooth_muscle,vasculature
 14-21,1.61,0,0,0,0,0,0,0,0,0,0
 24-34,0,0,0,0.69,0,0.61,1.59,0,0,0,0
 36-46,0,0,0,0,0,0.8,15.31,0,0,0,0
 48-58,0,2.04,0,0,0,0,5.16,0,2.24,0,0
 60-70,0,4.43,0,0,0,0,21.19,0.89,0,0,0
 72-82,0,17.78,0,0,1.61,0,1.97,0,0,0,2.88
 84-94,0,16.16,0,0,0,0,0,0,0,0.59,0
 96-106,0,13.57,2.37,0,0,0,0,0,0,0,0
108-118,0,0,1.33,0,0,0,0,0,0,0,0
120,0,0,10.24,0,0,0,0,0,0,0,0
