stage,blastomeres,epidermis,eye,fin.epithelia,glial,immune,mesenchyme,neural,periderm
  3-4,29.55,0,0,0,0,0,0,0,0
 14-21,0,0,0,0,0,0,0,2.63,0
 24-34,0,0,0,0,0,0,0,0.94,0
 36-46,0,1.17,0,0,0,0,0,5.41,2.39
 48-58,0,0,0.77,0,0.56,0,0,2.03,0
 60-70,0,1.6,2.17,0,0,0,1.56,0,0
 72-82,0,1.16,3.31,0,0,0,0,10.21,0
 84-94,0,1.3,0,0,0,0,0,0,0
 96-106,0,0,0,0,0,0,0,1.66,0.62
108-118,0,2.85,0,3.7,0,0,0,0,0
120,0,9.28,0,1.11,0,2.52,0,0,0
