stage,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
 14-21,0,2,27.15,1.23,0,3.49,0,0,0,20.54,0.85,0.81,0,0,0,0,0,0,0.95,9.87,0,0,12.75,324.11,0,0,0,1.07,0,0,0,4.07,0.89,0.8,21.68,57,0,0,0.98,0,0.89
 24-34,0,2.04,9.3,0,0,15.04,0,0,0.99,51.28,0,0,0,0,0,0,0.6,0,0.95,37.59,0,0,27.43,1778.46,0.62,0,7.75,0,0.99,4.71,0,0,1.13,0,1.93,510.04,0,0,15.02,0,0
 36-46,0,0,2.63,0,0,30.28,0.64,0,3.45,227.92,0,0,2.33,0,0,0.94,2.59,0,1.29,76.41,0,5.43,14.32,1626.48,0.56,0,0.7,0,0,2.56,0,0,0,0,0.64,717.39,0,0,19.72,0,0
 48-58,0,0,2.12,0.58,0,62,3.96,0.47,3.52,334.33,0,0,6.26,0,13.12,0,4.1,0,6.89,115.58,0,5.56,7.47,753.06,1.42,2.25,2.66,0,0,3.92,0,0,0,5.58,0,720.19,0,2.09,12.57,0.78,8.99
 60-70,0,0,11.77,0.6,0,60.52,1.41,7.73,3.68,207.54,1.02,0,1.42,5.59,0,0,7.62,5.95,0,181.47,0,3.7,12.26,828.56,0,0,2.87,0,6.56,2.72,0,0,0,0,0,476.45,0.81,17.45,11.94,3.66,12.1
 72-82,0,0.75,18.1,14.5,0,93.16,0,1.15,9.16,134.46,0.86,0.59,0.91,0.59,0,0,10.69,0,0,175.56,0,10.68,7.94,660.54,0,2.72,2.38,0,5.34,1.09,0,0,0,0,0,223.87,0.62,9.54,29.28,30.04,8.29
 84-94,2.24,0,14.89,10.38,0,110.3,6.05,4.21,1.5,65.61,7.83,0,0,0.73,0,0,4.99,1.15,2.97,143.06,0,25.27,10.49,375.14,0.63,12.19,7.74,0,8.24,5.17,0,0,0,0,0,126.69,0,17.49,23.2,15.08,7.81
 96-106,1.55,0,15.82,20.88,0.66,77.99,0,13.41,0,83.47,5.58,0,0.78,0,0,1.28,6.74,0,3.48,168.77,0,9.17,8.27,467.99,0,2.87,1.63,0,17.61,9.23,2.06,0,0.69,0,0,40.65,4.28,26.17,19.06,25.32,0
108-118,0.64,0,22.11,9.82,0,105.98,0.49,14.35,5.49,81.17,8.18,0,2.95,1.2,0.75,0,0.49,0,12.56,137.57,0.43,6.3,7.83,358.47,0.57,1.75,11.01,0,4.26,4.34,0,0,0,0,0,33.73,1.5,24.32,16.98,13.78,1.25
120,0,0,50.12,4.56,0,139.08,5.03,33,0,105.85,0,0,0,0,0,0,3.95,0,6.53,62.02,1.04,6.75,6.93,740.38,0,0,21.49,0,44,14.89,0,0,0,0,0,13.46,6,38.34,17.52,37.41,0
