stage,endoderm,erythrocytes,eye,glial,hatching.gland,mesenchyme,neural,spinal.cord
  7-9,0,0,0,0,3.2,0,3.33,0
 10-12,5.91,0,0,0,0,0,5.28,0
 14-21,0,0,0,0,0,0,0.82,0
 24-34,0,0,0,0,0,0,3.91,0.72
 36-46,0,0,2.5,0,0,0,0.93,0
 48-58,0,0,0.99,1.61,0,0,0,1.55
 60-70,0,0,0,0,0,0,0.98,0
 72-82,0,0,0,0,0,0,0.63,0
 84-94,0,0,2.04,0,0,0,0,0
 96-106,0,0.57,4.32,1.9,0,3.72,0,0
