stage,epidermis,eye,fast_muscle,glial,gut,heart,neural,otic,periderm
 24-34,0,0,0,0,0,0,0.66,1.32,1.58
 36-46,0,0,0,0.74,0,0,0.85,0,0
 48-58,0,0,0,0,0,0,6.59,0,0
 60-70,0,0,0,0,0,0,1.64,0,0
 72-82,0,0,0,0,0,0.86,1.3,0,0
 84-94,0,0,0,0,0,0,5.98,0,0
 96-106,0.77,0,0,0,0,0,0,0,0
108-118,0,1.46,0.45,0,0,0,0,0,0
120,0,0,0,0,1.09,0,8.5,0,0
