stage,epidermis,eye,mesenchyme,muscle,neural,otic,spinal.cord
 14-21,0,0,0,0,0,0,1.06
 24-34,0.77,0,0.82,0,2.48,0,0.67
 36-46,0,0.8,0,0,6.15,0,3.09
 48-58,0,4.14,0.42,0,1.45,0,0
 60-70,0,3.02,0,0,0,0,1.35
 72-82,0,0,0,1.32,2.73,0,0
 84-94,0,1.72,0,0,0.72,0,0
 96-106,0,1.41,0,0,0,1.5,0
108-118,0,0,3.32,0,0,0,0
