stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,189.48,2367.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143.61,0,0,0,0,0,0,0,0,0,0,0
  5-6,366.16,4839.73,0,6.55,0,0,0,0,0,0,0,0,16.22,0,0,0,0,0,0,0,0,0,0,0,149.85,0,0,0,66.26,0,172.66,0,0,0,0,0,0,0,0,0,0,0
  7-9,99.43,45.29,0,62.57,0,0,0,87.85,0,0,0,0,48.43,0,0,0,0,0,0,0,0,0,0,0,1056.99,62.41,0,0,343.3,0,0,3.47,0,0,0,0,0,0,0,0,0,0
 10-12,11.39,12.97,0,34.97,0,0,0,114.75,0,0,0,0,75.11,0,0,0,0,0,0,0,0,0,0,0,613.02,34.05,0,0,176.67,0,7.72,0,0,48.37,0,0,0,0,0,0,0,0
 14-21,0,0,0,1.78,63.99,30.73,0,56.57,0,0,11.54,1.95,6.52,0,0,5.36,0,0,0,2.14,37.45,0,0,18.6,367.63,8.3,0,0.97,6.42,0,93.21,0,22.29,5.18,1,82.44,101.03,0,0,0,0,9.35
 24-34,0,0,0,1.9,16.33,6.05,0,87.74,3.44,0.63,11.66,0,0,0,0,3.54,1.72,0,0,7.13,71.84,0.63,0,23.67,778.64,6.3,7.23,7.81,0,0,141.79,0,0,0.65,0,9.24,167.73,0,0,7.54,0,8.99
 36-46,0,0,0,0,8.45,1.22,0,71.14,0,4.92,26.05,1.01,0,0.63,4.61,0,0.71,0.99,0,0,17.63,2.21,0.88,6.4,589.61,12.11,1.75,4.89,0,0,164.79,0,0,0,0,0,89.69,0,0,13.2,0,0
 48-58,0,0,0,0,22.26,0,0,178.57,2.65,1.69,54.71,3.13,0,0,2,0,0.38,0.75,0,0.59,56.09,2.42,1.61,9.92,744.3,7.52,4.3,1.64,0,0,127.37,0,0,0,0,0,81.32,0,0,3.05,0,4.89
 60-70,0,0,1.1,0,8.98,0.83,0,177.59,1.28,7.47,22.72,3.5,0,0,0.98,0.82,1.07,0,0,0,50.71,2.72,1.41,5.01,489.26,0,3.1,2.23,0,0,84.63,0,0,2.23,0,0,19.04,3.02,1.9,2.42,0,0
 72-82,0,0,2.91,0,1.4,0,0,67.58,1.08,0,7.99,5.12,0,0,2.82,0.86,1.93,0.65,0,0,49.79,4.07,1.29,7.23,169.89,0,2.09,0.71,0,4.22,18.37,0,0,0,0,0,1.32,0,0.91,11.83,0.51,0
 84-94,0,0,0,0,2.52,0,0,90.71,1.57,1.43,4.39,2.68,0,0,1.82,2.77,1.24,0.65,10.76,1.55,47.51,2.35,0.75,6.51,133.01,0,0,5.21,0,0,76.56,0,0,0,0,0,6.41,0,1.22,0,1.64,0
 96-106,0,0,0,0,3.85,0,0,30.86,0.91,0.6,8.21,0.64,0,0.78,7.69,0.56,0,2.04,1.86,0.77,18.04,11.56,0,5.69,94.62,0,3.13,3.06,0,0,50.6,0,0,0,0,0,1.12,0,0,2.61,0.81,6.64
108-118,0,0,0,0,10.78,1.44,2.57,31.64,5.08,0,0,14.94,0,0,7.68,3.28,0,1.36,0,0,22.78,9.54,0,2.16,67.98,0,1.54,0,0,0,47.06,0,0,0.53,0,0,2.48,3.57,0,1.05,0,0
120,0,0,0,0,6.73,1.22,0,52.71,6.25,1.58,9.35,0,0,0,8.3,0,0,0,0,0,4.72,1.59,0,1.47,142.56,0,2.15,2.45,0,0,15.49,1.53,0,0,0,0,0,0,0,2.71,0,0
