stage,axial,eye,neural,paraxial.mesoderm,periderm,spinal.cord
  7-9,3.82,0,0,3.33,0,0
 10-12,0,8.97,0,0,0,0
 24-34,0,0,4.04,0,0,0
 36-46,0,0,3.06,0,0,0
 48-58,0,0.51,8.22,0,0,0.83
 60-70,0,5.17,3.11,0,0,0
 72-82,0,4.54,10.65,0,0,0
 84-94,0,0,14.52,0,0,0
 96-106,0,7.76,0,0,0.56,0
