stage,axial,eye,mesenchyme,muscle,neural,paraxial.mesoderm,spinal.cord
  7-9,4.49,0,0,0,10.77,8.69,0
 10-12,0,0,0,0,16.99,0,0
 24-34,0,0,0,0,15.91,0,0
 36-46,0,0,0,0,2.94,0,0.73
 48-58,0,0,0,0,25.46,0,0
 60-70,0,0,0,0,6.85,0,1.74
 72-82,0,3.32,1.12,0,19.56,0,2.37
 84-94,0,5.64,0,0,5.71,0,0
 96-106,0,0,0,0,6.87,0,0
108-118,0,0,1.08,0,4.73,0,0
120,0,0,0,5.49,9.15,0,0
