stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,77.7,3350.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.72,0,0,0,0,0,0,0,0,0,0,0
  5-6,155.43,3907.58,0,10.68,0,0,0,0,0,0,0,0,12.54,0,0,0,0,0,0,0,0,0,0,0,84.63,0,0,0,20.76,0,37.14,0,0,0,0,0,0,0,0,0,0,0
  7-9,65.77,154.52,0,70.93,0,0,0,338.63,0,0,0,0,44.41,0,0,0,0,0,0,0,0,0,0,0,3023.49,98.06,0,0,1210.94,0,0,56.69,0,0,0,0,0,0,0,0,0,0
 10-12,7.59,146.85,0,186.89,0,50.74,0,384.52,0,0,0,0,13.81,0,0,0,0,0,0,0,0,0,0,0,4436.02,109.37,0,0,1256.22,0,0,28,10.74,177.74,0,0,10.3,0,0,0,0,0
 14-21,0,0,0,7.22,114.24,43.27,0,89.92,0,0,32.02,10.12,0,0,0,4.26,0,0,0,1.13,85.56,0,0,58,1316.33,10,0,14.43,39.72,0,24.28,0,74,4.84,0,79.58,328.77,0,0,15.46,0,0.84
 24-34,0,0,0,4.13,25.03,9.63,0,213.18,1.46,0,25.24,0,0,2.25,2.44,0,2.24,4.65,2.83,0,126.59,0,0.82,52.46,1539.49,3.44,10.25,9.57,0,0,18.78,0,0.95,0,0,13.14,309.9,0,0,21.29,0,14.04
 36-46,0,0,0,0,21.5,0,0,244.37,8.54,1.56,25.68,0.97,0,2.7,2.43,0,1.88,0,0,0,131.21,0,0,32.25,800.8,2.81,3.21,3.3,0,0,10.51,0,0,2.59,0,0,139.72,0,0,9.52,0,0
 48-58,0,0,0,0,11.44,0,0,250.77,6.52,1.03,41.33,0.38,0,0,6.99,0.78,0,0,0,0,103.24,1.02,3.41,20.24,409.1,0,1.27,1.86,0,0,8.79,0,0,0,1.57,0,61,0,0,11,0,1.86
 60-70,0,0,0,0,15.66,0,0,155.28,0,4.95,56.79,4.99,0,0,1.31,0,12.03,0,0,1.24,86.69,0,3.05,5.84,193.51,0,2.9,1.8,0,0,18.58,0,0,1.18,0,0,24.99,0,0,3.54,0,0
 72-82,0,0,0.83,0,13.85,9.9,1.52,74.18,1.14,4.26,65.51,0.53,0,0.87,1.04,2.45,0,0,0.79,0,111.48,0,3.9,13.1,206.05,0,1.25,1.09,0,0.71,3.07,0,0,0,0,0,15.98,0,1.92,21.26,0,5.46
 84-94,0,0,0,1,16.2,13.7,0,86.08,1.18,1.64,61.82,3.54,0,0,4.9,2.17,0,2.78,0,0,102.54,0,7.41,8.46,177.15,1.59,1.53,5.08,0,1.31,13.02,0,0,0,0,0,9.95,1.14,3.58,5.65,0.77,0
 96-106,0,0,0,0,5.27,9,0,47.7,0,1.49,40.64,6.11,0,3.05,5.88,0,0.88,2.65,0,0,83.8,0,2.71,7.47,143.84,0.73,2.76,1.82,0,3.05,20.06,0.7,0,2.04,0,0,25.69,0.59,0,17.38,3.31,1.36
108-118,0,0,0,2.21,13.3,9.48,1.93,66.86,1.01,2.64,50.48,2.01,0,3.01,8.75,1.22,3.84,0,3.33,0,86.59,0,3.16,12.17,222.96,1.21,1.15,8.11,0,6.53,17.66,0,0,0,0,0,1.32,2.21,0.82,5.53,0.54,3.45
120,0,0,0,0,20.4,7.72,0,57.43,0,1.58,104.39,3.03,0,0,27.28,1.61,2.34,2.12,0,0,152.58,1.59,3.51,19.64,290,0,1.99,0,0,0,1.3,0,0,1.42,0,0,19.98,0,0,13.19,6.74,0
