stage,blastomeres,eye,fin_epithelia,immune,lateral_line,mesenchyme,neural,olfactory,spinal_cord
  5-6,30.54,0,0,0,0,0,0,0,0
  7-9,0,3.8,0,0,0,0,4.14,0,0
 14-21,0,0,0,0,0,0,0,0,0.83
 24-34,0,0,0,0,0,0,0,2.07,0
 36-46,0,0,0.62,0,0,0,0,4.88,0
 48-58,0,3.53,0,0,0,0,0.59,1,0
 60-70,0,2.54,0,0,0,0,0,11.36,0
 72-82,0,0.49,0,0,0.68,0,15.72,22.15,0
 84-94,0,0,0,0,0,0,0,14.42,0
 96-106,0,0,0,0,0,2.51,0,79.18,0
108-118,0,0,0,0,0,0,1.52,70.11,0
120,0,11.9,0,8.54,0,0,0,1.15,0
