stage,erythrocytes,eye,glial,mesenchyme,muscle,neural,periderm,spinal.cord
 14-21,0,0,0,0,0,1.13,0,0
 24-34,0,0.68,0,0,0,21.77,0,0.93
 36-46,0,0.99,0,0.68,0,18.84,0,1.65
 48-58,0,4.39,0.89,0,0,11.93,0,2.08
 60-70,0,3.77,0,0,0,8.02,0.64,0
 72-82,0,2.4,0,0,0.73,2.14,0,0
 84-94,0,2.5,0,0,0,0,0,0
 96-106,0,0,0,0,0,5.21,0,0
108-118,2.99,0,0,0,0,1.61,0,0
120,0,0,0,0,0,19.72,0,0
