stage,epidermis,eye,mesenchyme,neural,spinal.cord,vasculature
 24-34,0,0,0,7.55,0.59,0
 36-46,0,0,0,4.92,10.11,0
 48-58,0,11.74,0.58,10.64,5.75,0
 60-70,0,10.2,0,24.34,0,0
 72-82,0,1.3,0,7.92,0,0
 84-94,0,7.73,1.01,11.36,0,0
 96-106,0,1.88,2.45,1.88,0,1.07
108-118,1.02,6.49,0,0.44,0,0
