stage,eye,glial,liver,neural,otic,spinal.cord
 24-34,0,0,0,1.86,0,0.79
 36-46,2.32,0,0,0,0,0
 60-70,0,1.08,0,0.86,0,0
 72-82,0,0,0,1.38,0,0
 84-94,0,0,0,2.23,0,0
 96-106,0,1.25,0,0,0,0
108-118,0,0,4.33,0,0.48,0
