stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,0,262.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,25.93,117.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.56,0,25.39,0,0,0,0,0,0,0,0,0,0
  7-9,30.06,3.64,0,8.56,0,0,0,100.65,0,0,0,0,0,35.72,0,0,0,0,0,0,0,0,0,0,0,471.72,26.68,0,0,143.35,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,16.16,0,29.43,0,10.76,0,66.09,0,0,0,0,0,72.96,0,0,0,0,0,0,0,0,0,0,0,902.17,43.02,0,0,331.82,0,0,5.55,0,128.71,0,0,0,0,0,0,0
 14-21,0,4.07,0,16.99,192.42,799.11,0,71.62,0,8.36,0,12.06,9.69,5.86,43.91,0,0,0,0.93,0,12.06,381.8,0,0,332.86,618.49,16.05,6.72,11.24,22.69,0,39.06,0,117.12,19.31,57.35,219.33,0,0,729.71,0,6.35
 24-34,0,0.83,0,2.1,51.75,129.53,0,52.64,0,14.57,15.21,20.05,10.39,1.12,98.86,2.67,4.96,0,2.07,0,10.13,792.92,0,0.69,433.31,738.26,1.33,11.46,5.29,0,0,12.4,0,1.59,12.1,30.46,213.44,0,0,2536.51,0,8.55
 36-46,0,0,0,0,17.79,12,0,48.42,0,4.67,44.9,16.01,0.68,0,120.38,0,0,3,2.86,0,1.8,936.08,1.35,6.44,331.3,444.13,0.7,5.9,0.61,0,6.77,15.19,0,0,2.14,0,130.35,0,2.08,1381.73,0,30.47
 48-58,0,0,0,0.72,6.89,5.08,0,147.79,0,10.97,56.52,15.3,0,0,210.89,6.2,0.4,5.5,1.93,11.52,0,1372.29,0,14.51,138.59,344.91,2.07,3.02,2.12,0,0,14.24,0,0,0.37,0,98.84,0,2.16,1188.43,0,5.42
 60-70,0,0,1.26,0,13.35,5,0,310.47,0,7.02,63.52,12.09,0.8,0,139.09,2.72,2.19,2.03,7.93,1.45,0,1620.49,0.85,18.74,68.44,199.03,4.6,0.73,0,0,51.15,23.47,0,0,1.35,0,33.83,0.61,9.41,906.09,3.48,0
 72-82,0,0,0.54,0,13.76,2.09,0,279.15,0,3.88,49.85,16.71,4.53,0,292.03,5.85,2.19,0.64,3.23,0,0,2430.63,0.51,59.21,75.92,197.98,4.45,1.22,5.26,0,43.66,11.57,0,0,0,0,26.79,0.67,23.6,1626.1,30.55,0
 84-94,0,0,5.02,0,15.65,6.1,0,227.7,0,2.65,58.11,19.6,9.14,0,150.32,13.71,2.26,0.68,3.7,0.6,0,1966.63,0,51.59,89.6,148.43,0,5.13,10.27,0,104.11,17.68,0,0,4.61,0,11.26,1.48,41.57,1576.74,21.82,0
 96-106,0,0,0.95,0,40.5,23.98,0.62,229.91,2.54,20.09,47.52,25.16,4.14,0,375.21,30.56,5.74,0,11.72,19.7,0,2149.85,0.69,46.93,116.67,253.63,0,0.81,5.39,0,99.56,26.66,0,0,6.13,0,13.47,0,24.71,2098.69,36.84,0
108-118,0,0,0,0,28.41,11.55,8.94,141.08,0,9.87,48.32,20.42,7.23,0,127.81,23.46,5.81,0.64,2.3,1.28,0.59,2396.32,0,34.75,89.28,228.57,0,1.91,1.01,0,120.58,29.07,0,0,6.12,0,5.67,3.08,20.92,1815.65,40.28,0.79
120,0,0,0,0,17.51,1.98,0,96,0,2.33,38.62,0,1.68,0,195.99,25.52,0,0,0,1.84,0,1408.08,0,38.23,80.19,191.56,1.33,10.22,0,0,57.06,10.95,0,0,0,0,0,2.31,4.63,1450.36,33.17,12.29
