stage,axial,blastomeres,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,11.28,208.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.05,0,0,0,0,0,0,0,0,0,0,0
  5-6,12.52,128.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,7.79,5.89,8.72,0,0,0,19.41,0,0,0,0,0,12.98,0,0,0,0,0,0,0,0,0,0,0,128.69,42.08,0,0,22.77,0,0,7.87,0,0,0,0,0,0,0,0,0,0
 10-12,0,3.88,44.64,0,0,0,46.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235.02,0,0,0,137.8,0,3.1,11.88,0,21.25,0,0,0,0,0,0,0,0
 14-21,0,0,35.96,207.36,25.73,0,26.12,0,0,0,11.33,30.43,0,6.43,0,1.82,0,1.55,0,1.07,302.37,0,0,202.76,450.33,377.08,0,13.75,2.75,0,5.64,2.22,54.92,5.2,14.95,41.72,139.17,0,0,5.33,0,0
 24-34,0,0,29.52,268.23,3.02,0,51.14,0,12.13,12.62,24.82,6.53,2.51,32.33,0,0,3.3,0.7,3.66,1.1,1420.87,0.66,2.45,457.46,534.84,134.82,0.79,10.35,0,8.63,4.32,0,3.18,1.44,1.62,10.58,100.27,0,0,30.98,0,0.75
 36-46,0,0,1.85,108.02,0.66,0,36.34,0,28.85,19.28,90.2,2.05,0,58.96,0,0.83,3.92,1.42,0,0.66,1866.89,0,40.36,284.04,350.87,121.62,1.69,11.42,0,5.33,23.99,0,3.45,4.21,0,0,99.59,0,5.43,30.47,0,0
 48-58,2.12,0,0,49.71,0,0,103.33,1.02,15.56,30.05,121.43,0,0,29.48,0,0,11.69,2.25,1.02,2.18,2133.15,0,60.45,182.61,269.58,37.86,0,12.25,0,10.85,4.76,0,0,1.5,0,0,77.49,0,16.11,7.12,3.24,0
 60-70,0,0,0,53.36,4.44,0,267.93,0.93,42.32,33.8,223.61,3.79,0,23.6,3.26,0,24.08,0,2.39,0,2660.3,2.63,89.01,114.92,233.44,13.15,0,10.83,0,33.65,0.88,0,0,0,2.31,0,28.67,0,81.34,11.68,7.62,0
 72-82,0,0,0,45.62,4.72,0,835.42,1.18,17.49,44.13,274.81,8.93,0,36.35,2.72,2.66,61.99,9.56,0.79,0.49,3778.7,0,118.45,127.65,266.77,16.79,1.73,20.16,0,69.72,2.88,0,0,1.68,0,0,27.54,0,110.42,26.5,60.36,0
 84-94,1.23,0,0,129.13,0,0,720.44,1.64,42.2,20.61,181.32,29.63,0,20.96,4.48,0,85.73,7.71,4.56,0,3029.6,0,133.02,118.49,153.86,23.71,0.9,20.63,0,23.67,3.77,0,0,10.58,0,0,29.5,3.75,114.95,5.25,53.65,0.76
 96-106,0,0,2.69,121.43,2.46,0,856.76,0.57,30.18,20.95,294.26,27.28,0,32.29,4.9,1.37,88.97,7.77,6.07,0.63,3007.24,1.51,141.49,85.92,312.12,11.01,1.25,28.7,0,52.28,2.71,0,0,3.24,0.64,0,12.75,3.37,85.84,17.07,61.74,7.65
108-118,0,0,0.49,137.21,4.49,0.45,1004.75,1.51,49.8,27.14,306.2,21.96,0,20,4.58,3.1,123.6,5.49,11.56,0,2884.04,0.97,135.63,64.88,259.07,18.74,0,28.5,0,78.8,2.97,0,0,2.3,0,0,1.44,2.12,67.55,9.48,57.83,5.15
120,0,0,0,117.89,1.54,0,424.75,0,41.79,40.27,269.51,9.69,0,36.96,8.78,1.17,75.17,5.24,24.14,0,2206.49,6.38,123.45,47.17,186.78,6.09,0,16.21,0,64.35,11.93,0,0,0,1.21,0,9.35,9.55,68.45,0,31.56,8.45
