stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,0,28.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,9.28,15.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.64,6.48,0,0,32.76,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.2,16.47,0,0,17.41,0,0,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,2.36,1.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.87,0,0,0,95.93,0,4.6,1.02,0.96,0,0,0.83,0,0,1.73,50.18,0,0,0,0,0
 24-34,0,0,2.85,0,8.11,0,0,12.53,0,0,0,0,0,0,0,0,0,0,0,13.71,0,3.47,0,0,3.91,888.29,0,89.89,0,0,0,3.33,0,4.89,0,0.59,158.8,0,0,0,0,0
 36-46,0,0,0,0,2.01,0,0,100.56,0,0,0,0,0,0,0.93,0,0,0,0.6,0,0,4.78,0,0,0,2356.69,0.68,105.24,0,0,0,1.71,0,0,0,0,329.24,0,0,1.58,0,0
 48-58,0,0,0.98,0,7.4,0,0,416.85,0.57,0,0.43,24.49,0,12.65,0,7.69,0,0.63,2.87,2.5,0,49.95,0,0,1.4,3702.4,5.29,63.74,0.81,0,0,15.02,0,0,0,0,509.42,0,0,3.62,0,8.12
 60-70,0,0,0,0,0,0,0,858.8,0,0,1.65,31.14,0.63,11.36,0,0,0,1.2,0.7,0,17.03,28.04,0,0,3.6,3883.55,0,39.55,0,0,0,15.38,0,0,0,0,400.12,0,0,0,0,15.65
 72-82,0,0,0,0,13.32,3.51,0,995.63,0,4.8,0.94,47.05,1.52,3.18,0,2.02,1.32,1.86,0,1.71,6.9,42.11,0,1.37,2.54,3060.79,0,103.74,0,0,2.01,6.17,0,0,0,0,233.78,0.67,0,0.58,0,25.7
 84-94,0,0,1.46,0,8.29,12.48,0,787.62,2.65,0,2.64,57.05,0,1.23,2.33,0,0.69,0,0,0,0,32.04,0,4.63,0,2106.69,0,68.86,2.36,0,0,18.1,0,1.41,0.69,0,167.45,0.85,1.8,3.2,0.63,0
 96-106,0,0,3.04,0,19.58,10.8,0,734.67,2.14,2.52,0,41.75,2.2,1.06,0,5.95,0.98,2.64,0,10.24,0,19.06,1.24,0.62,0.78,1654.71,0,128.1,4.29,0,3.62,4.87,0,0,0,0,59.47,0,1.22,0.71,5.8,1.22
108-118,0,0,1.82,0,19.05,2.28,0.46,652.57,0,0,4.74,30.61,6.65,0,0,1.65,1.58,0,0,0,0,28.48,0,1.4,0,1914.05,0,81.45,0.44,0,0.76,8.98,0,0,0,0,39.38,5.65,0,0,0,1.09
120,0,0,0,0,52.3,0,0,517.25,12.08,0,0,40.37,0,0,0,0,2.21,10.2,3.53,0,0,29.66,0,11.55,1.03,2907.36,0,75.61,0,0,0,2.13,0,2.43,0,0,60.51,0,0,1.23,0,0
