stage,erythrocytes,eye,glial,iridophores,liver,melanocytes,mesenchyme,mural.cell,neural,paraxial.mesoderm,pericytes,vascular.smooth.muscle,visceral.smooth.muscle
 14-21,0,0,0,0,0,0,0,0,2.94,0.81,0,0,0
 24-34,0,0,0,0,0,0,1.22,0,0,0,0,0,0
 36-46,4.4,0,0,0,0,0.61,0,0,0,0,0,0,0
 60-70,0,0,0,0,0,0,0.81,0,0,0,0,0,0
 72-82,0,0,0,0,0.96,0,1.47,0,0,0,0,0,0
 84-94,0,0,3.42,0,0,0,1.7,0,0,0,2.02,0,0
 96-106,0,0,0,0,0,0,1.14,0,0,0,0,0.87,0.86
108-118,1.64,0,0,1.69,0,1.01,0,1.88,1.5,0,0,0,0
120,0,2.84,0,0,0,0,19.32,0,0,0,0,0,0
