stage,blastomeres,hatching.gland,immune,ionocyte,mesenchyme,neural,pericytes
  3-4,11.65,0,0,0,0,0,0
  5-6,6.53,0,0,0,0,0,0
  7-9,0,3.55,0,0,0,30.31,0
 14-21,0,0,0,1.43,0,0.89,0
 48-58,0,0,0,0,0,0,0.47
 60-70,0,0,0,0,0.73,0.98,0
 72-82,0,0,0,0,0.7,0,0
 84-94,0,0,1.11,0,1.59,0,0
108-118,0,0,0,0,3.96,2.12,0
