stage,endocrine.pancreas,eye,fast.muscle,glial,liver,neural,periderm,slow.muscle,vasculature
 36-46,0,0,0,0,0,0,0,1.04,0
 48-58,0,0,0.51,0,0,0,0,3.46,0
 60-70,0,1.14,0,0,0,4.22,0,0,0
 72-82,0,4.29,0,0,0,0,0.96,0,0
 96-106,1.08,0,0,0,0,0,0,0,0
108-118,0,0,0,1.27,0.5,0,0,0,0.46
120,0,0,0,0,1.66,14.79,0,0,0
