stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,500.37,9194.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,491.44,0,0,0,0,0,0,0,0,0,0,0
  5-6,1032.27,11562.34,0,6.55,0,0,0,0,0,0,0,0,46.65,0,0,0,0,0,0,0,0,0,0,0,541.91,57.71,0,0,52.28,0,162.78,0,0,0,0,0,0,0,0,0,0,0
  7-9,107.53,187.87,0,163.48,0,6.96,0,552.21,0,0,0,0,145.48,0,0,0,0,0,0,0,0,0,0,0,5744.85,138.4,0,0,1736.62,0,7.45,66.05,0,0,0,0,0,0,0,0,0,0
 10-12,0,123.41,0,132.18,0,22.98,0,315.72,0,0,0,0,45.41,0,0,0,0,0,0,0,0,0,0,0,2853,56.97,0,0,1121.65,0,24.19,32.45,0,140.43,0,0,5.88,0,0,0,0,0
 14-21,0.89,0,0,21,176.35,25.11,0,41.18,0,0,20.13,8.49,0.91,1.01,0.89,8.6,0,0,0,0,66.7,0,0,58.43,1005.43,19.53,5.25,11.03,72.55,0,17.3,0,154.93,12.23,0,47.71,297.77,0,0,5.07,0,0
 24-34,0,0,0,0,36.25,4.55,0,156.71,0,1.87,25.71,0.65,0,0.69,4.12,0,0.77,5.09,1.94,0,136.92,0.63,2.28,37.35,1809.54,8.25,11.56,12.68,0,0.99,61.47,0,2.17,2.16,1.54,5.71,318.63,0,0,28.47,0,0
 36-46,0,0,0,0.56,24.61,0,0,399.15,0.74,0,31.35,0.67,0,0.75,1.29,0,2.22,0,0,6.55,103.43,0,3.41,51.21,1173.41,3.93,12.41,9.66,0,0,30.61,0,3.13,1.18,0,0,242.97,0,0,23.18,0,14.48
 48-58,0,0,0,0,30.07,0.67,0,481.94,2.85,1.08,43.35,4.5,0,2.89,1.29,0,1.22,3.12,1.53,1.8,112.16,0,1.56,30.61,594.01,3.65,1.57,3.9,0,0,5.43,0,0,0,0,0,77.66,0,0,16.8,0,3.61
 60-70,0,0,0,0,9.74,0,2.15,373.83,2.08,0,58.06,0,0,1.7,5.94,0,1.34,0,0,0,84.02,0,5.38,19.08,269.82,0,0,9.71,0,0,13.89,0,0,0.62,0,0,21.45,0,1.19,5.68,0,3.59
 72-82,0,0,1.14,0,17.08,0,1.22,110.1,0,7.63,25.88,3.02,0,1.35,4.13,0.73,3.7,0.68,0,0,93.56,0,5.55,13.24,174.74,0.55,1.29,4.07,0,0,1.61,0,0,0.73,0,0,4.01,2.36,0,5.05,0,0
 84-94,0,0,0,0,19.04,5.22,0,87.6,0,0,24.85,6.72,0,0.8,8.39,3.57,1.33,0.78,0,0,95.01,0,10.17,11.77,136.16,0.85,3.21,1.56,0,0.57,2.33,0,0,0.86,0,0,15.06,0.83,0,7.68,1.15,0
 96-106,0,0,0,0,17.66,0,0,81.19,0,0,33.65,6.03,0,0.58,6.6,2.36,1.91,0,0.76,0,51.15,0,1.46,4.52,122.21,0.81,3.98,2.58,0,0,11.29,0,0,2.63,0,0,3.15,0.97,0,6.42,0,0
108-118,0,0,0,0,14.52,2.88,0,81.13,0,0.6,33.6,4.62,0,0,11.96,0.81,1.24,1.42,0,0,52.29,0,5.77,23.06,193.36,0,2.09,3.07,0,0.76,6.98,0,0,0.53,0,0,1.17,1.1,0,5.43,0,0
120,0,0,0,0,9.28,1,0,77.56,1.8,0,42.6,0,0,0,10.45,0,0,0,0,0,38.22,0,0,5.47,185.84,4.99,1.45,8.64,0,4.59,3.56,0,0,0,0,0,0,0,0,1.46,0,0
