stage,eye,mesenchyme,neural,spinal_cord,taste
 24-34,0,0,2.63,0.61,0
 36-46,0,0,1.34,0.94,0
 48-58,0,0,0.42,0.83,0
 60-70,0,1.89,1.18,0,0
 72-82,1.14,0,4.76,0,0
 84-94,0.72,0,0,0,0.78
108-118,4.09,0,0,0,0
120,0,0,7.51,0,0
