stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,0,75.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.57,0,0,0,0,0,0,0,0,0,0,0
  5-6,18.18,195.79,0,0,0,0,0,0,0,0,0,0,37.38,0,0,0,0,0,0,0,0,0,0,0,21.97,0,0,0,21.25,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,9.48,12.08,0,22.4,0,0,89.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,612.33,34.28,0,0,278.09,0,0,7.8,0,0,0,0,0,0,0,0,0,0
 10-12,0,37.76,0,73.95,0,16.54,110.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1783.73,52.53,0,0,433.65,0,0,0,0,76.34,0,0,0,0,0,0,0,0
 14-21,0,0,3.33,2.09,57.41,19.29,51.6,0,0,0,24.53,0.83,1.19,2.64,0,0,0,0,0,6.31,43.55,0,0,25.53,1275.14,8.76,1.35,3.9,17.78,0,0,0,39.16,1.01,2.33,19.68,323.48,0,0,8.96,0,0
 24-34,0.88,0,2.21,1.29,25.29,10.76,166.4,0,0.63,1.6,76.46,0,0,0.68,0,0,0,0.63,4.25,47.41,112.2,0,0,31.57,3061.76,0.74,10.27,2.01,0,0,1.41,0,0,1.87,0,6.57,727.38,0,0,112.21,0,2.2
 36-46,0,0,0.95,0,6.01,0,528.6,0,0,1.46,141.51,0,0,0.92,1.15,0,0,0,0,102.28,78.97,0,0.88,17.31,3324.9,0.85,15.26,2.4,0,0,1.76,0,0,0.59,0,0,778.03,0,0,61.5,0,2.92
 48-58,1.15,0,0.39,0,16.58,0,1092.61,0,0.62,2.66,262.5,0,1.43,2.63,0.49,0,0.4,0,6.95,37.88,77.26,1.16,3.24,8.3,2588.96,1.53,7.46,0.91,0,0,1.56,0,0,0.92,0,0,603.49,0,0,64.65,0,26.14
 60-70,0,0,0,0,3.01,0,1541.33,0,0.61,0.81,164.76,0,0,0,0,0,18.47,0,0,36.22,57.19,0,3.19,1.36,2326.96,6.08,4.57,2.05,0,0.84,18.83,0,0,0,0,0,307.01,0,1.93,26.13,0,6.81
 72-82,0,0,1.68,0,6.46,9.72,1221.97,0.75,0.5,4.94,127.95,1.35,0,0.55,0,0,0,0,1.03,28.31,68.01,0,9.01,3.16,1843.54,0.5,9.75,1.16,0,0,2.51,0,0,3.78,0,0,149.25,1.87,1.57,69.9,4.48,8.15
 84-94,0,0,2.24,0,14.03,3.55,1113.36,9.68,0,0,117.98,3.27,0,2.23,1.34,2.4,0.7,0.9,21.94,41.95,65.97,0,5.11,9.54,1355.66,1.31,26.53,2.93,0,2.74,1.21,0,0,1.88,0,0,118.87,13.15,1.32,79.3,1.98,19.11
 96-106,2.68,0,3.65,0,14,0,1027.26,0,0,0,137.17,1.73,0,2.89,0.58,0.62,0.76,1.04,19.11,30.13,60.82,0,2.69,3.84,1061.26,0,8.84,2.89,0,0,0.6,0,0,2.84,0,0,82.72,7.1,0.93,67.09,0,2.52
108-118,0,0,5.08,0,29.66,5.71,1004.16,2,0.6,3.56,140.91,1.56,2.74,0,3.14,0.85,1.79,2.9,0,34.77,36.91,0,2.05,1.14,1531.49,1.42,7.03,2.61,0,1.97,0.44,0,0,0.96,0.66,0,55.05,5.01,0,64.05,1.09,1.42
120,0,0,0,0,46.26,0,854.25,1.25,10.7,5.01,232.4,0,0,1.85,0,0,0,1.76,14.99,13.36,43.35,0,0,0,1495.59,1.25,5.29,3.34,0,4.22,0,0,0,2.8,0,0,92.66,7.62,0,74.89,3.74,0
