stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,224.66,4789.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192.86,0,0,0,0,0,0,0,0,0,0,0
  5-6,664.35,8689.11,0,20.94,0,0,0,0,0,0,0,0,96.26,0,0,0,0,0,0,0,0,0,0,0,495.37,33.58,0,0,142.94,0,198.54,0,0,0,0,0,0,0,0,0,0,0
  7-9,359.33,304.15,0,488.93,0,6.96,0,766.3,0,0,0,0,550.1,0,0,0,0,0,0,0,0,0,0,0,7416.03,213,0,0,2809.25,0,69.6,40.98,0,0,0,0,0,0,0,0,0,0
 10-12,0,273.44,0,437.73,0,57.42,0,563.25,0,0,0,0,198.06,0,0,0,0,0,0,0,0,0,0,3.87,6956.49,121.38,0,0,2692.53,0,16.58,57.43,10.41,394,0,22.27,4.33,0,0,0,0,0
 14-21,2.31,0,0,25.58,228.66,83.6,0,107.08,0,0,37.14,9.79,0.87,0,5.26,16.98,0,0,1.46,0,151.93,0,0,110.64,2078.39,88.5,6.6,22.58,64.5,0,33.12,5.47,261.02,12.64,0,117.45,535.83,0,0,12.72,0,0
 24-34,0,0.83,0,5.6,52.37,18.93,0,312.52,1.53,0.69,51.01,4.06,0,4.35,3.94,4.45,4.38,4.53,6.45,0,234.06,0.87,2.57,82.99,2487.89,22.6,22.71,15.21,0,0,42.7,0.86,0,1.56,0.82,11.86,566.57,0,0,51.41,0,21.95
 36-46,0,0,0,0.56,28.14,1.39,0,590.55,0,2.22,36.39,1.61,0,1.47,16.57,0.57,1.93,0.57,10.63,0,167.9,5.89,3.15,46.68,1213.96,3.41,8.65,1.16,0,0,28.74,0,1.05,0,0,0,272.58,0,0,16.99,0,11.34
 48-58,0,0,0,2.25,22.49,2.5,0,790.04,11.05,2.27,67.67,5.39,0,2.75,8.4,0.66,8.69,1.05,5.55,0,182.04,0.92,8.33,36.19,606.39,15.97,2.46,2.52,0,0,8.76,0,0,1.33,0,0,111.26,0,0,11.99,0,3.51
 60-70,0,0,0,0,33.92,0,0,491.64,2.14,1.47,46.38,7.09,0,1.36,3.91,4.64,3.24,5.11,2.28,0,125.47,0,29.12,29.88,377.81,1.3,0,7.7,0,0,5.49,0,0,2.03,0,0,20.61,0,2.64,3.14,3.57,4.45
 72-82,0,0,0,0,23.69,4.28,0,175.61,0,2.21,59.88,8.9,0,4.53,6.11,4.14,2.92,0.68,3.72,0,116.87,0,7.5,19.6,249.83,0.79,2,11.12,0,0.71,11.42,0,0,2.42,0,0,12.38,0,0,12.7,1.44,0
 84-94,0,0,0.6,1.01,21.77,8.83,0,194.11,0,3.77,34.31,11.1,0,0,5.26,2.76,2.21,0.56,2.71,0.68,167.07,0,7.33,21.78,199.43,2.99,1.33,4.71,0,0,10.66,0,0,1.42,0,0,6.32,5.52,0,9.71,0,0
 96-106,0,0,1.41,0,27,12.73,0,147.92,0.63,1.97,28.58,12.71,0,3.96,13.04,3.23,0,1.53,1.12,0,95.06,0,15.45,14.32,181.14,0,4,6.62,0,0,11.52,0,0,0.94,0,0,10.64,0.58,0,19.05,1.55,1.55
108-118,0,0,0,0,17.23,4.07,0.53,140.12,2.55,4.88,46.54,6.16,0,2.14,13.38,3.11,1.31,0,3.89,2.62,72.61,0,7.51,17.94,247.29,0.77,3.98,0.44,0,2.29,3.02,0.63,0,1.48,0,0,3.96,1.25,0,14.2,2.31,0
120,0,0,0,0,3.78,12.56,0,126.8,3.22,0,52.63,2.41,0,0,11.79,0,0,0,1.4,0,86.16,0,0,14.54,195.4,0,0,0,0,0,2.67,0,0,0,0,0,1.34,0,0,20.73,1.74,0
