stage,blastomeres,eye,neural,olfactory,periderm,spinal.cord
  3-4,9.73,0,0,0,0,0
  5-6,7.44,0,0,0,15.84,0
  7-9,0,0,8.3,0,0,0
 36-46,0,0,2.78,0,0,0
 48-58,0,0,1.47,0,0,1.65
 60-70,0,0.72,0,2.85,0,0
 72-82,0,1,1.23,0.93,0,0
108-118,0,0,7.83,0,0,0
