stage,axial,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
 14-21,0.89,2.79,21.51,204.04,37.9,0,111.13,0,0,0,42.24,11.36,1.81,1.46,0,1.62,0,2.26,0,0,121.3,0,0,133.63,1598.3,41.02,5.86,11.76,38.28,0,42.3,6.93,158.38,1.32,0,121.64,427.61,0,0,10.57,0,0
 24-34,0,0.71,14.48,100.84,18.62,0,242.25,0,7.06,2.29,43.07,10.91,0,8.35,8.63,11.01,2.69,7.49,11.07,0,293.13,0,0.89,100.15,2032.86,12.45,20.31,20.9,0,1.61,98.13,0,0.93,5.49,0.61,18.81,482.86,0,0,46.28,0,7.8
 36-46,0,0,1.4,76.84,0.84,0,188.45,2.29,6.65,4.01,38.23,0.56,0,4.21,3.9,15.1,3.46,0.67,10.06,12.47,231.29,3.23,7.51,88.08,1572.89,5.44,8.81,9.83,0,0,77.94,0,0,4.1,0.74,0,280.26,0,0,22.21,0,16.36
 48-58,0,1.32,0.55,47.49,4.49,0,219.73,1.15,5.93,7.55,65.79,1.63,0.48,13.84,6.43,0,2.27,0.39,3.26,20.88,227.45,5.18,11.85,48.04,1420.93,21.31,14.55,2.62,0,0.56,47.69,1.77,0,0.95,0,0,177.89,0,0,15.08,0,23.32
 60-70,0,1.27,0,52.65,0.65,0,163.93,1.91,8.53,24.51,79.38,3.02,0,9.19,0,1.19,3.16,2.2,1.92,0,226.64,4.29,10.69,52.03,1836.03,16.76,10.03,23.05,0,1.37,74.31,0,0,0.63,1.25,0,215.96,0.65,0.8,27.13,0,7.14
 72-82,0,6.71,0,31.77,16.09,0,179.26,0,15.2,13.3,112.84,8.47,0,6.08,7.99,7.38,0.72,4.85,1.75,0.49,277.45,3.92,12.28,28.62,1581.71,2.51,44.22,7.64,0,6.03,34.4,0.56,0,1.15,0.53,0,150.23,5.7,4.92,30.47,5.29,10.49
 84-94,0,6.86,1,56.82,21.37,0.6,199.56,0.76,10.12,8.28,98.04,11.12,0,11.39,9.89,6.51,5.87,3.03,15.17,5.22,262.69,7.13,15.16,36.64,1228.9,12.64,18.68,17.53,0,2.8,84.45,1.4,0,2.84,0,0,115.85,0.83,5.76,26.55,2.03,7.21
 96-106,0,9.48,0,43.19,53.73,0,146.93,2.08,2.56,16.83,100.07,14.22,0,5.9,17.06,6.52,5.8,14.35,18.19,0,243.93,6.72,10.49,17.87,1108.49,3.71,53.76,10.69,0,3.57,117.99,0,0,0.84,0,0,56.19,10.67,4.49,27.49,4.89,16.25
108-118,0,6.87,2.21,79.44,39.2,6.85,150.95,2.77,10.94,11.51,125.9,16.62,0,3.01,5.72,14.49,16.67,4.38,9.43,7.29,285.87,3.13,13.87,31.63,1410.13,2.58,19.03,11.63,0,10.22,124.3,0.42,0,2.79,1.95,0,65.45,3.32,4.22,30.89,3.98,7.61
120,0,2.52,1.28,84.42,54.97,1.6,207.08,0,10.56,20.56,222.73,10.78,5.2,13.62,34.93,2.91,8.29,7.38,6.7,1.33,291.9,7.98,18.05,39.97,1899.49,11.14,22.72,13.27,0,6.29,87.34,0,0,0,1.6,0,41.23,9.09,0,28.47,2.27,16.58
