stage,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,glial,gut,immune,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,muscle,neural,notochord,otic,periderm,pronephros,spinal_cord,taste,vasculature,visceral_smooth_muscle
 36-46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.42,0,0,0,0,0,0,0,0
 48-58,0,0,0,0,0,0.42,0,0,0,2.83,0,0,0,6.2,0,0,0,0,2.2,0,0,0,3.51,0.64,0,0,0
 60-70,0,0,1.72,0,1.84,0,0,0,0,16.17,0,0,0,8.3,0,0,0,0,11.24,0,0,1.62,8.71,0,0,0,0
 72-82,0.5,0,0,1.2,22.69,24.13,0,0,1.87,48.55,0,0,0,43.87,0,1.23,0,0,39.34,0,1.44,2.97,15.1,0,0,1.59,0.65
 84-94,0,0,1.29,0.93,38.19,7.01,0,1.2,0,74.56,2.59,0,0,133.55,0,3.04,0,0.71,24.66,0,0,9.49,19.28,0,0,0,0
 96-106,0.85,3.61,5.33,8.09,60.07,28.93,0,0.68,8.76,131.57,0,0,0.79,207.95,0,15.38,1.15,0,60.49,0.59,0,6.93,23.42,9.17,0,0,0
108-118,0.84,0,3.77,0,130.57,20.98,1.5,0.46,3.52,241.76,0,0.65,0,449.54,3.65,13.8,0,4.37,61.25,0,0.66,0,19.1,0.42,0.54,0.77,0
120,0,1.66,1.06,5.08,51.4,4.24,0,0,13.25,307.6,0,0,0,268.84,0,25.4,0,0,121.53,0,0,0,32.57,14.04,0,0,0
