stage,erythrocytes,eye,immune,neural,olfactory,spinal.cord,vasculature,visceral.smooth.muscle
  7-9,0,0,0,5.3,0,0,0,0
 10-12,5.97,4.11,0,7.86,0,0,0,0
 24-34,0,0,0,0,1.85,0,0,0
 36-46,0,0,0,1.09,0,0,0,0
 48-58,0,0,0,1.24,0,0.43,0,0
 72-82,0,0,4.73,0,0,0,0,0
 84-94,0,0,0,0,0,0,1.1,0
 96-106,0,0,3.36,0,0,0,0,0.61
108-118,0,0,2.19,0,0,0,0.45,0
120,0,0,6.8,0,0,0,0,0
