stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,0,213.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.67,0,0,0,0,0,0,0,0,0,0
  5-6,0,301.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.54,0,0,0,7.98,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,5.13,10.81,0,0,0,0,0,93.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,322.53,0,0,0,72.54,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,56.35,0,56.09,0,0,0,240.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2582.24,0,0,0,269.14,0,0,0,0,33.72,0,0,0,0,0,0,0
 14-21,0,0,1.64,1.98,16.09,12.58,0,28.09,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0.94,0,0,2.4,1824.39,0,26.06,5.46,0.82,0,2.28,0,1.12,0,2.39,1001.48,0,0,0,0,0
 24-34,0,0,1.91,0,1.78,7.3,0,213.18,0,0,0,35.3,0,0,0,0,1.78,0,0,0.84,0.59,10.5,0,0,4.2,6171.49,0.77,71.59,15.57,0,0,1.69,0,0,0,0,1537.39,0,0,9.29,0,0
 36-46,0,0,0,0.96,5.74,5.76,0,1209.94,0,0,1.21,69.62,0,0.76,1.57,2.58,0,0,3.34,0.85,7.81,6.87,0,0,2.76,11633.47,0,73.17,2.9,0,0,5.96,0.74,0,0,0,2329.5,0,0,0,0,5.86
 48-58,0.39,0,0,0,30.52,9.87,0,3102.97,2.5,7.12,1.37,234.96,0,0,0.88,0,14.88,0,2.3,2.27,1,48.17,0,11.03,5.08,11983.13,0.63,42.2,18.81,0,0,6.03,0,0,1.24,0,2549.33,0,0,7.54,0,14.15
 60-70,0,0,0,0,10.21,14.18,0,4941.95,1.72,0,9.07,195.82,0,0,5.1,2.19,0,1.15,6.1,0,0,34.17,3.18,0,8.37,8932.37,0,31.8,28.49,0,0.71,0.69,0,0,0,0,1598.52,0,0,1,0,0
 72-82,0,0,3.4,0,22.84,35.64,0,4470.39,0.75,0.98,2.38,135.72,1.88,0.52,1.16,2.95,0.54,0.57,3.33,3.3,5.42,38.88,0,8.25,2.23,8067.47,0,43.36,34.75,0,0,4.78,0,0,0,0,835.97,1.78,8.46,9.94,0.93,0.67
 84-94,0,0,0,0,19.97,45.46,0,2719.4,0,6.75,1.98,170.47,2.91,0,0,9.65,4.53,2.48,0.69,0,4.59,64.28,0,6.71,7.13,5727.34,0.89,12.34,45.85,0,0,2.45,0,0,0,0,584.49,1.64,6.52,8.25,1.76,0
 96-106,0,0,0,0,25.11,119.57,0,2199.24,0,0,0,138.23,2.66,1.06,0,12.55,2.54,0.81,9.76,3.58,0.68,33.34,0,1.09,14.92,4203.25,0.59,47.79,27.37,0,1.44,8.6,0,0,0,0,203.8,6.88,0.88,1.31,2.52,7.22
108-118,0,0,1.89,0,40.95,41.38,1.43,1891.85,1.47,1.58,0,73.83,6.02,0,2.82,15.39,3.75,5.85,2.65,4.13,0,17.16,0,0,2.8,4431.28,0,32.62,23.7,0,0,7.54,0,0,4.19,0,168.22,3.15,0,1.05,0,2.73
120,0,0,0,0,35.84,37.57,3.69,1440.64,0,0,2.81,112.23,0,0,4.47,16.08,0,0,1.15,0,0,40.38,0,0,4.94,4667.98,0,14.01,20.91,0,0,1.03,0,0,0,0,153.54,2.37,0,9.26,0,2.59
