stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,20.8,242.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.55,0,0,0,0,0,0,0,0,0,0,0
  5-6,0,77.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.74,8.02,0,0,9.87,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,6.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.67,12.59,0,0,17.58,0,6.56,0,10.23,0,0,0,0,0,0,0,0
 14-21,0,0,0,0,8.44,0,0,1.01,0,0.95,0,0,0,0,0,0,0.97,0,0,0,0,0,0,0,4.14,10.56,0,0,0,0,5.8,0,2.13,0.9,0,5.73,3.86,0,0,0,0,0
 24-34,0,0,1.31,0,3.38,0,0,5.8,0,4.52,0,0,1.02,0,0,0,3.49,0,0,3.26,0.78,1.97,0,0,2.74,49.92,5.18,6.44,4.62,0,4.05,0,0,4.61,0,0,8.3,0,0,2.8,0,0
 36-46,0,0,0.78,0.56,3.36,0,0,3.83,0,0.68,0,2.82,0,0,0,0,0.61,0.71,0.65,0.57,3.65,8.49,1.64,0,0,72.82,0,3.41,0,0,15.86,0.81,0,7.8,0,0,22.41,0,0,1.09,0,0
 48-58,0,0,0.39,0,4.41,0,0,17.94,0,0.51,5.32,5.35,0,4.8,0.49,0.42,0.39,0.85,0,0,1.33,4.69,0,0,0.43,79.24,0,1.14,0.5,0,2.1,0,0,1,0,0,11.86,0,0,4.74,0,1.1
 60-70,0,0,1.26,0,2.8,0,0,50.9,0,0.65,0,26.13,1.49,0,0,0.65,0,1.91,0,2.47,9.89,27.2,0.73,0,0,157.39,0,7.76,0,0,1.48,0,0,2.46,2.37,0,37.86,0,0,6.26,0,0.72
 72-82,0,0,2.43,0,5.46,0,0,110.21,0,0.55,3.39,36.16,3.84,0,0,5.32,0.64,2.79,0,7.19,0,28.22,0,1.09,5.95,216.35,0,0.88,6.27,0,3.33,0,0,2.35,0,0,36.3,0,0,9.2,0,11.46
 84-94,0,0,2.12,0,10.69,0.64,0,111.51,0,6.5,2.18,56.24,8.45,0,0,9.24,6.54,0,0,5.46,0,40,0,0.93,9.08,172.75,4.02,0,1.19,0,20.11,0,0,5.13,0,0,12.72,0.86,0,0.78,1.01,2.05
 96-106,0,0,7.65,1.03,10.39,1.86,0,135.99,0,0,3.42,76.41,17.68,0,0,7.7,9.47,1.44,1.17,10.67,1.24,28.91,2.03,1.02,9.34,185,0,4.41,3.59,0,29.08,0,0,7.44,0,0,28.9,0.82,2.83,8.29,0,16.86
108-118,0,0,3.99,0,8.58,0.79,0.56,139.03,0.46,2.21,1.39,94.25,34.14,0,4.89,8.09,2.97,8.21,0.6,30.33,1.02,54.35,0,2.1,3.01,252.14,0.69,7.82,3.01,0,22.66,0,0,4.99,0,0,9.78,0.43,1.36,10.14,0,14.67
120,0,0,4.34,0,31.88,0,0,83.41,0,8.37,0,128.96,41.41,0,1.15,13.59,4.19,8.44,0,10.02,0,74.99,0,0,0,367.49,7.46,2.88,5.63,0,26.59,2.5,0,11.61,0,0,46.36,0,0,1.7,0,2.34
