stage,axial,blastomeres,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,426.01,1329.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.34,0,0,0,0,0,0,0,0,0,0,0
  5-6,654.43,1680.99,20.94,0,0,0,0,0,0,0,0,0,78.24,0,0,0,0,0,0,0,0,0,0,0,384.94,0,0,0,17.7,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,494.31,0,552.06,0,0,0,0,0,0,0,0,0,39.14,0,0,0,0,0,0,0,0,0,0,0,287.93,1375.03,0,0,307.35,0,0,6.94,0,0,0,0,0,0,0,0,0,0
 10-12,0,57.09,1257.06,0,0,0,27.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3597.25,2104.52,0,0,277.3,0,0,8.7,6.12,43.95,0,9.11,4.54,0,0,0,0,0
 14-21,0,0,17.35,1354.42,18.48,0,10.11,0,2.72,0,3.11,0,0,5.24,0,2.68,0,0,2.95,0,264.91,2.47,0,181.83,4894.16,562.99,0,28.25,13.75,0,58.8,0,30.59,0.81,1.08,40.03,1071.81,0,0,1.14,0,0
 24-34,0,0,26.17,578.09,5.18,0,37.34,0.69,1.56,1.68,26.18,0,10.5,18.04,0.8,17.58,0.7,0.65,3.55,0,372.57,20.63,0,116.07,9195.56,103.49,6.79,34.81,0,0,403.87,0,0,0.91,2.79,11.22,1508.42,0,0,14.95,0,3.51
 36-46,0,0,1.76,231.48,0.76,0,77.79,0,13.98,16.84,374.14,0,0,23.21,5.72,3.14,5.04,2.84,1.21,6.22,259.06,20.26,0,66.76,7426.92,59.13,2.25,43.3,0,4.59,588.02,0,0,2.71,0,0,1506.79,0,0,23.74,0,2.53
 48-58,0,0,1.48,117.76,0,0,329.32,2.03,5.76,10.66,762.03,1.35,0,5.35,0.4,5.39,0,3.94,5.11,0,278.1,26.24,0,35.31,4868.24,45.71,0.69,22.41,0,2.56,254.15,0,0,4.15,1.11,0,1113.24,0,0,6.91,0,10.29
 60-70,0,0,0,80.41,0,0,517.48,29.84,1.63,7.28,559.71,19.72,0,8.36,0,0,3.43,8.1,2.74,0,338.63,25.74,0,38.61,3189.84,23.97,0,18.29,0,0,263.57,0,0,0.62,0,0,440.69,0.92,0,15.57,0,12.01
 72-82,0,0,3.31,58.38,5.01,0,592.03,32.34,2.98,11.39,543.59,28.42,0,7.07,1.21,1.88,3.45,9.11,0,0,395.97,40.2,1.23,27.26,2472.72,7.42,2.46,20.06,0,0,245.35,0,0,0,0,0,209.64,3.44,2.2,30.05,2.02,21.29
 84-94,0,0,0,95.89,0.84,0,543.43,29.29,7.62,20.64,373.68,44.78,0,1.04,0.7,10.58,0,5.12,7.93,0,360.68,28.25,10.16,27.66,1634.4,11.8,1.71,11.46,0,0,583.85,0,0,0.7,0.64,0,197.08,1.03,2.22,34.28,1.51,9.25
 96-106,0,0,0,121.84,25.25,0.97,358.32,26.43,5.24,6.06,357.64,75.11,0,0,0,7.88,0,19.12,17.81,0,292.02,58.5,1.43,21.64,1283.3,9.79,3.44,33.08,0,0,531.88,0,0,1.02,4.11,0,86.32,2.03,1.48,19.75,1.22,7.15
108-118,0,0,0,144.41,4.95,0,348.73,23.27,6.66,19.7,424.44,111.53,0,4.07,2.93,16.66,0,6.13,0.43,0,238.12,48.86,0.92,12.47,1662.26,12.95,0.95,31.1,0,3.06,411.5,0,0,0.73,0,0,56.74,2.2,0.51,30.97,4.42,0
120,3.43,0,0,143.43,15.87,0,391.79,16.78,9.4,15.71,788.97,41.51,0,0,10.06,18.66,0,12.43,10.02,0,201.11,9.99,0,12.42,2394.92,18.99,4.72,43.23,0,0,316.46,0,0,3.15,0,0,81.06,2.53,0,11.64,0,0
